external_compound_id,tautomer_family_key,development_compound_ids_json,in_primary_external,removed_from_tautomer_sensitivity
CMP:CJJOSEISRRTUQB-UHFFFAOYSA-N,TAU:e365421f0376b6a222c7c676a8489cff0d5e5455b7635fe60739c5d70f343718,"[""CMP:CJJOSEISRRTUQB-UHFFFAOYSA-N""]",false,false
CMP:CKAPSXZOOQJIBF-UHFFFAOYSA-N,TAU:49815a0f992a277c4fa0fb1c544fbeea838996e1696b5634505ac3f3741e4cf0,"[""CMP:CKAPSXZOOQJIBF-UHFFFAOYSA-N""]",false,false
CMP:CKLJMWTZIZZHCS-REOHCLBHSA-N,TAU:eccab90a15ea50b3ba1a8cccdbb6c8593afcb3ba1b80330a357fab9dff332794,"[""CMP:CKLJMWTZIZZHCS-REOHCLBHSA-N""]",false,false
CMP:CKNAQFVBEHDJQV-UHFFFAOYSA-N,TAU:49b98f38d81180877c2cb43612de492849ca75c4be3b6ef16d9204d3b3df6a58,"[""CMP:CKNAQFVBEHDJQV-UHFFFAOYSA-N""]",false,false
CMP:CLJAWWBXVXWHFD-UHFFFAOYSA-N,TAU:3952b5a93b3ae502ddfdda1b820580f082c47977d6c08175eb303dcaa8e1053e,"[""CMP:CLJAWWBXVXWHFD-UHFFFAOYSA-N""]",false,false
CMP:CMSMOCZEIVJLDB-UHFFFAOYSA-N,TAU:c1febe65424a8d1edd070ac1a407cdebe02c694d8194b2a8983809388fc2ea9f,"[""CMP:CMSMOCZEIVJLDB-UHFFFAOYSA-N""]",false,false
CMP:CNCOEDDPFOAUMB-UHFFFAOYSA-N,TAU:6cf5bd4c49db33e6fc1a09c39a9a302bceab6cdc22c4eeee520557026b8b4c35,"[""CMP:CNCOEDDPFOAUMB-UHFFFAOYSA-N""]",false,false
CMP:COVZYZSDYWQREU-UHFFFAOYSA-N,TAU:b5e5f50ee10450907f30335f03ba303eb1cf2595ed2d3a873e19ccafea4d32a9,"[""CMP:COVZYZSDYWQREU-UHFFFAOYSA-N""]",false,false
CMP:CPJSUEIXXCENMM-UHFFFAOYSA-N,TAU:6c1443c8d080bfb7e5a0940b83e028f5316e273e0a724dc99be9f1fb86a99441,"[""CMP:CPJSUEIXXCENMM-UHFFFAOYSA-N""]",false,false
CMP:CPTBDICYNRMXFX-UHFFFAOYSA-N,TAU:36f3c083342a5fbe2e24f9061bf78726534d10e64658008b9e055fdd54a1b55c,"[""CMP:CPTBDICYNRMXFX-UHFFFAOYSA-N""]",false,false
CMP:CRQQGFGUEAVUIL-UHFFFAOYSA-N,TAU:70437cc01caf955c224b9ffa5ed8a41fbc9384e7d1728d54ea91641153e99e59,"[""CMP:CRQQGFGUEAVUIL-UHFFFAOYSA-N""]",false,false
CMP:CSCPPACGZOOCGX-UHFFFAOYSA-N,TAU:de84a3a5e7d86fb53fe767b079b6e324b7f486e3ee690b86b06fd5d7231fb01c,"[""CMP:CSCPPACGZOOCGX-UHFFFAOYSA-N""]",false,false
CMP:CTKINSOISVBQLD-UHFFFAOYSA-N,TAU:70ee4a8c0ddc88773c652985c87bc1339ec3812b6b5d8564e8fa7a0106cd2410,"[""CMP:CTKINSOISVBQLD-UHFFFAOYSA-N""]",false,false
CMP:CTRXDTYTAAKVSM-UHFFFAOYSA-N,TAU:d2370f990732a3397de6059ec717131ab18fdca551d3fc3939b2d03443e973af,"[""CMP:CTRXDTYTAAKVSM-UHFFFAOYSA-N""]",false,false
CMP:CUARLQDWYSRQDF-UHFFFAOYSA-N,TAU:9cf845fa56846537ca4e27936f41283eb6d90fdbdbd47631b6140e3356fd346c,"[""CMP:CUARLQDWYSRQDF-UHFFFAOYSA-N""]",false,false
CMP:CVHZOJJKTDOEJC-UHFFFAOYSA-N,TAU:85287ad12c06bd68b81849b8a81991b684b214afdff4700bb35b0a1937c064a1,"[""CMP:CVHZOJJKTDOEJC-UHFFFAOYSA-N""]",false,false
CMP:CVNSFWDAXAKBIM-UHFFFAOYSA-N,TAU:34a51fdbabdf9297165a5621a92b04f44af56054fe3ad08596290e0dc39151e0,"[""CMP:CVNSFWDAXAKBIM-UHFFFAOYSA-N""]",false,false
CMP:CVTIZMOISGMZRJ-UHFFFAOYSA-N,TAU:040051783f36aac64069a5d6edd1c58bcb2b7c9e90db79741c56c75affb4d489,"[""CMP:CVTIZMOISGMZRJ-UHFFFAOYSA-N""]",false,false
CMP:CVVFFUKULYKOJR-UHFFFAOYSA-N,TAU:d73d72bdfe2e17d7e3ef73a7465e6b9539e3c73894430cffe23e6a47178398df,"[""CMP:CVVFFUKULYKOJR-UHFFFAOYSA-N""]",false,false
CMP:CVXBEEMKQHEXEN-UHFFFAOYSA-N,TAU:812ead353fb2ed3ea2a326ddd801fc6177ffa04b95911454381cf11b1ffc7ed3,"[""CMP:CVXBEEMKQHEXEN-UHFFFAOYSA-N""]",false,false
CMP:CWJSHJJYOPWUGX-UHFFFAOYSA-N,TAU:82860ae91f697f139dd0fa8f3118ebc3718f7e157ce50937a8449874916a135f,"[""CMP:CWJSHJJYOPWUGX-UHFFFAOYSA-N""]",false,false
CMP:CWPDWGWHFVCTQM-UHFFFAOYSA-N,TAU:bda9b324e825f47bc9bd61ce7f93d1d349ea4193523e06d96536a59a6fea9a1a,"[""CMP:CWPDWGWHFVCTQM-UHFFFAOYSA-N""]",false,false
CMP:CWRYPZZKDGJXCA-UHFFFAOYSA-N,TAU:2ef4c4e022fb4dfe01fc874ef277128d64485ee92dbceb7c006ffa1787410f13,"[""CMP:CWRYPZZKDGJXCA-UHFFFAOYSA-N""]",false,false
CMP:CWULQTRBZMJZEG-UHFFFAOYSA-N,TAU:7c69a2276ec494d47f5f99dd9785bd33d99061b03b4324f88dc748e8025b65d9,"[""CMP:CWULQTRBZMJZEG-UHFFFAOYSA-N""]",false,false
CMP:CXOFVDLJLONNDW-UHFFFAOYSA-N,TAU:67d8cc040782f31694ae5b12adf3eb7df7f318a82bc96193b9872d508e47df1c,"[""CMP:CXOFVDLJLONNDW-UHFFFAOYSA-N""]",false,false
CMP:CXSJGNHRBWJXEA-UHFFFAOYSA-N,TAU:aa9a47a2b6a822172f12cdc7e14f142fe27676d184327f75912130737632e14d,"[""CMP:CXSJGNHRBWJXEA-UHFFFAOYSA-N""]",false,false
CMP:CYFXRGFESOFDNS-UHFFFAOYSA-N,TAU:f4acb230982519fae10affab139e50370be68229dd58b96e3dc5469414d95bf7,"[""CMP:CYFXRGFESOFDNS-UHFFFAOYSA-N""]",false,false
CMP:CYQFCXCEBYINGO-IAGOWNOFSA-N,TAU:907fe202859665c44caf04b2052ce3387e5214fd095b7737e5210e66cf68dd38,"[""CMP:CYQFCXCEBYINGO-IAGOWNOFSA-N""]",false,false
CMP:CYRMSUTZVYGINF-UHFFFAOYSA-N,TAU:30587323d5cd7a16b42fbf5eba2f8f42c38931f5ce972c20b658cc95150d96a3,"[""CMP:CYRMSUTZVYGINF-UHFFFAOYSA-N""]",false,false
CMP:CYTYCFOTNPOANT-UHFFFAOYSA-N,TAU:41d107c2f73d4ad344d7d4860b963ef7a411a1b46a2f69114afd965a80e5e41b,"[""CMP:CYTYCFOTNPOANT-UHFFFAOYSA-N""]",false,false
CMP:CYUUEOAQIWCPBE-JCJNQZIJSA-N,TAU:fcbcb79cc8ad523269afeee368276e5fcd1a5878503adf95b5ee084420105087,"[""CMP:CYUUEOAQIWCPBE-JCJNQZIJSA-N""]",false,false
CMP:CYXIKYKBLDZZNW-UHFFFAOYSA-N,TAU:a501e6c95ac9be3e075755c3361050ddc3e75dc16515d02d2e7a2f61e2320b3c,"[""CMP:CYXIKYKBLDZZNW-UHFFFAOYSA-N""]",false,false
CMP:CZGCEKJOLUNIFY-UHFFFAOYSA-N,TAU:a42924c1516909a064774d11d60d8da32a479833c26533a13f8d5082864bddc2,"[""CMP:CZGCEKJOLUNIFY-UHFFFAOYSA-N""]",false,false
CMP:CZIHNRWJTSTCEX-UHFFFAOYSA-N,TAU:f94ced1943d4ee5e7aedb6d7f4bce1a2d34a59d516635faf47eafada15945c74,"[""CMP:CZIHNRWJTSTCEX-UHFFFAOYSA-N""]",false,false
CMP:CZMRCDWAGMRECN-UGDNZRGBSA-N,TAU:c873bbdcb23c14a3303e43df8c3ae8631609f43591723e5ee1cf5e2f02840f98,"[""CMP:CZMRCDWAGMRECN-UGDNZRGBSA-N""]",false,false
CMP:CZQLULNMKQAIQL-PFDMWMSASA-N,TAU:eb5942d7e12708e3e46fb581cad04d0550f77c3764d448650279b532a9b2cdbc,"[""CMP:CZQLULNMKQAIQL-PFDMWMSASA-N""]",false,false
CMP:CZQNYPBIOHVQQN-UHFFFAOYSA-N,TAU:75b40c0be45e8cef9758260fd5461d328feea0e641a9e9acef531d8798a06823,"[""CMP:CZQNYPBIOHVQQN-UHFFFAOYSA-N""]",false,false
CMP:CZWCKYRVOZZJNM-USOAJAOKSA-N,TAU:8304df7868cc8ad609e875398d4ca04155754d6a07bf5928b1f5bf103b8deb5a,"[""CMP:CZWCKYRVOZZJNM-USOAJAOKSA-N""]",false,false
CMP:DAHPIMYBWVSMKQ-UHFFFAOYSA-N,TAU:5d6201fca1cccf9a7599f32c58c37fff1bad90abf711a10d7d865ac77816afac,"[""CMP:DAHPIMYBWVSMKQ-UHFFFAOYSA-N""]",false,false
CMP:DBABZHXKTCFAPX-UHFFFAOYSA-N,TAU:98dbfab26124406f697f796ac9ca5a9cd6c4d2f10bd6d51d35ab796683aa8262,"[""CMP:DBABZHXKTCFAPX-UHFFFAOYSA-N""]",false,false
CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N,TAU:76048ebb4ddb3955d0c599e4b6858452ac437452cadb0760d2eee25cbe03fa34,"[""CMP:DBEPLOCGEIEOCV-WSBQPABSSA-N""]",false,false
CMP:DBUXSCUEGJMZAE-UHFFFAOYSA-N,TAU:4b2e3b66918b8a3ad8ca01374bb8554dd1ff00c1e28e051cc7a9e6e530ac4be7,"[""CMP:DBUXSCUEGJMZAE-UHFFFAOYSA-N""]",false,false
CMP:DCUJJWWUNKIJPH-UHFFFAOYSA-N,TAU:e5090dcbe36f5610338a97ce4c696755523c1aeeb4ccdd7cb3e0343abd54e0f4,"[""CMP:DCUJJWWUNKIJPH-UHFFFAOYSA-N""]",false,false
CMP:DDBREPKUVSBGFI-UHFFFAOYSA-N,TAU:de727e85f2cc47557cc33d4914d62b7e2dc892caec764d46ed4b185ddb138c5d,"[""CMP:DDBREPKUVSBGFI-UHFFFAOYSA-N""]",false,false
CMP:DDUHZTYCFQRHIY-RBHXEPJQSA-N,TAU:27014967685a8bd297eefea0d37ef91c32cfa16839a886875200c42c98b1029b,"[""CMP:DDUHZTYCFQRHIY-RBHXEPJQSA-N""]",false,false
CMP:DECIPOUIJURFOJ-UHFFFAOYSA-N,TAU:a816274fbc7281ecf3f941261f617a45bef4c902d597977722b215ed26c3b323,"[""CMP:DECIPOUIJURFOJ-UHFFFAOYSA-N""]",false,false
CMP:DEDOPGXGGQYYMW-UHFFFAOYSA-N,TAU:70e9a26fe1d3c137ad67368fc86deeb723ff720ef8c28105608a2d1e73ecbfe2,"[""CMP:DEDOPGXGGQYYMW-UHFFFAOYSA-N""]",false,false
CMP:DENRZWYUOJLTMF-UHFFFAOYSA-N,TAU:da1a9f6ec5ce0e9b1d113e68f92a00867f7694b0bc490d003184662dffd7daf2,"[""CMP:DENRZWYUOJLTMF-UHFFFAOYSA-N""]",false,false
CMP:DEQZTKGFXNUBJL-UHFFFAOYSA-N,TAU:c5b7b4484930ebcc98b105c6bbe4db92ac4543b358f59fd70a98785839ed110c,"[""CMP:DEQZTKGFXNUBJL-UHFFFAOYSA-N""]",false,false
CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N,TAU:a3edc1672f8bc116c93f3c7604f39620cfbf58f0088f760dc85dd24945a6a89b,"[""CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N"",""CMP:DFBKLUNHFCTMDC-PICURKEMSA-N""]",false,false
CMP:DFBKLUNHFCTMDC-PICURKEMSA-N,TAU:a3edc1672f8bc116c93f3c7604f39620cfbf58f0088f760dc85dd24945a6a89b,"[""CMP:DFBKLUNHFCTMDC-GKRDHZSOSA-N"",""CMP:DFBKLUNHFCTMDC-PICURKEMSA-N""]",false,false
CMP:DFPAKSUCGFBDDF-UHFFFAOYSA-N,TAU:99bec20b4efd1c5f17a7fea4e9a7ae24eb315c1c60c5446688f143ab011aeaef,"[""CMP:DFPAKSUCGFBDDF-UHFFFAOYSA-N""]",false,false
CMP:DGAKHGXRMXWHBX-ONEGZZNKSA-N,TAU:3666e153667f8f3605d1f0fab97339f0aafd86c3629445f6cfe6ff15badd8595,"[""CMP:DGAKHGXRMXWHBX-ONEGZZNKSA-N""]",false,false
CMP:DHMQDGOQFOQNFH-UHFFFAOYSA-N,TAU:30fe3809efbe5f6b082d9b94d27a0c7c9ecd1364a816d59c3d31ce32bcdf848e,"[""CMP:DHMQDGOQFOQNFH-UHFFFAOYSA-N""]",false,false
CMP:DHOYZNRIPLSCPT-UHFFFAOYSA-N,TAU:a813b450eab09c745f51f684479dc665dd3e299d7ffbd689282a659fb11c21f2,"[""CMP:DHOYZNRIPLSCPT-UHFFFAOYSA-N""]",false,false
CMP:DIKBFYAXUHHXCS-UHFFFAOYSA-N,TAU:d2d603908bf8f79f22ec0536fe094f3746eda363954dbf149f71982e4b435726,"[""CMP:DIKBFYAXUHHXCS-UHFFFAOYSA-N""]",false,false
CMP:DIKPQFXYECAYPC-UHFFFAOYSA-N,TAU:a53dc6740a3c8e3cda541211224b0722e6c4b329320164567335e0abb592d48b,"[""CMP:DIKPQFXYECAYPC-UHFFFAOYSA-N""]",false,false
CMP:DJKGDNKYTKCJKD-UHFFFAOYSA-N,TAU:3b229494d40048dfebcba5a49469133cd05dfbbc4f359042d5b056424593d865,"[""CMP:DJKGDNKYTKCJKD-UHFFFAOYSA-N""]",false,false
CMP:DJTIANXYHUNHQV-UHFFFAOYSA-N,TAU:65af500e989290bfb1e678266a718eefe33500115644b2a8ba97883408ec6c7f,"[""CMP:DJTIANXYHUNHQV-UHFFFAOYSA-N""]",false,false
CMP:DKGAVHZHDRPRBM-UHFFFAOYSA-N,TAU:baf10c6263079f541fdd995facfa85e9bae39042cb0aa93c8f9307e7136b988b,"[""CMP:DKGAVHZHDRPRBM-UHFFFAOYSA-N""]",false,false
CMP:DKYWVDODHFEZIM-UHFFFAOYSA-N,TAU:9fbe7469761f7b1f6e14eb53996a22d9d591935a9cfd5ee85a25d07c2e95238d,"[""CMP:DKYWVDODHFEZIM-UHFFFAOYSA-N""]",false,false
CMP:DLFVBJFMPXGRIB-UHFFFAOYSA-N,TAU:a73c29e3e916daccbda5e8dfdf80ea1cd5b618791a095f3adcb2868fdf2141c4,"[""CMP:DLFVBJFMPXGRIB-UHFFFAOYSA-N""]",false,false
CMP:DLZUBMGMHUNDLF-CVSXEEBHSA-N,TAU:40a8d74110af605f25dcec98601a66ca57c3cd6e454356c9822d6d43ca3e0e44,"[""CMP:DLZUBMGMHUNDLF-CVSXEEBHSA-N""]",false,false
CMP:DMBHHRLKUKUOEG-UHFFFAOYSA-N,TAU:66594b79d38dcf0e9b76f97ea0b663d2201a9726e63e7d60e676d1d53a8a4bca,"[""CMP:DMBHHRLKUKUOEG-UHFFFAOYSA-N""]",false,false
CMP:DMLAVOWQYNRWNQ-BUHFOSPRSA-N,TAU:782452139c6e50ec94b38c2eec81078d21d699e2cc1a50f969f50ecbeaa04c27,"[""CMP:DMLAVOWQYNRWNQ-BUHFOSPRSA-N"",""CMP:DMLAVOWQYNRWNQ-UHFFFAOYSA-N""]",false,false
CMP:DMSHKWHLXNDUST-UHFFFAOYSA-N,TAU:1a8141c9216dd47b0fdfd9fbc6817d0f329fc6f394491a8101c8dbdb4f1e7ada,"[""CMP:DMSHKWHLXNDUST-UHFFFAOYSA-N""]",false,false
CMP:DMVOXQPQNTYEKQ-UHFFFAOYSA-N,TAU:4415d6ae6cfb96323491554f426f2394dff1ea35866761480ecc8e88bbbf7c7c,"[""CMP:DMVOXQPQNTYEKQ-UHFFFAOYSA-N""]",false,false
CMP:DNIAPMSPPWPWGF-UHFFFAOYSA-N,TAU:bb36e186d83e4160bad72083986b122c1e0f99a1679ce987569f31b91ee59be0,"[""CMP:DNIAPMSPPWPWGF-UHFFFAOYSA-N""]",false,false
CMP:DOFZAZXDOSGAJZ-UHFFFAOYSA-N,TAU:5ad447c8d94e169ae6db3f7ef7ea3735a6ab8e414976e7d73126da2c65757307,"[""CMP:DOFZAZXDOSGAJZ-UHFFFAOYSA-N""]",false,false
CMP:DOIRQSBPFJWKBE-UHFFFAOYSA-N,TAU:26d13530d02d2de2c68fb234fdeeb6875ba09c04aa8ee8b1184c5bf734853867,"[""CMP:DOIRQSBPFJWKBE-UHFFFAOYSA-N""]",false,false
CMP:DOPJTDJKZNWLRB-UHFFFAOYSA-N,TAU:9d8f7b1b8c37c199a96b4ea34b446ac5d5ee701e006c2dd840daf1dab514b00f,"[""CMP:DOPJTDJKZNWLRB-UHFFFAOYSA-N""]",false,false
CMP:DPYMAXOKJUBANR-UHFFFAOYSA-N,TAU:7a3a2172f8b371fd827c2b39cf0be22f9f3ea5d1ce271eff2821f8f2e820af37,"[""CMP:DPYMAXOKJUBANR-UHFFFAOYSA-N""]",false,false
CMP:DQMZLTXERSFNPB-UHFFFAOYSA-N,TAU:6a5af6e5300517aede7f7335867ec96713be430c6dad8dcb0964208450c0510c,"[""CMP:DQMZLTXERSFNPB-UHFFFAOYSA-N""]",false,false
CMP:DSBIJCMXAIKKKI-UHFFFAOYSA-N,TAU:74d56b1413f234631ea3c997c1ffefadce3367f7771992bb50f74ffbef707573,"[""CMP:DSBIJCMXAIKKKI-UHFFFAOYSA-N""]",false,false
CMP:DUEPRVBVGDRKAG-UHFFFAOYSA-N,TAU:a053f9c8460a6844cb4e51ad0924d5126b0595c1ad3fb8ed57f330b8b182bc34,"[""CMP:DUEPRVBVGDRKAG-UHFFFAOYSA-N""]",false,false
CMP:DURULFYMVIFBIR-UHFFFAOYSA-N,TAU:03aac39ec76c7202448f7942bb0b8e57d88623919cf02b9e1900d6d3cc5378a2,"[""CMP:DURULFYMVIFBIR-UHFFFAOYSA-N""]",false,false
CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,TAU:b70af2c70cd8f88567d1447972666cf43ec49a8020fe84ab6c79878e114b6720,"[""CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N""]",false,false
CMP:DVCCCQNKIYNAKB-UHFFFAOYSA-N,TAU:bc3945465d44c6465444b1b364c93c02e0df26d65c6d22c199f4b5ce66e7cc2e,"[""CMP:DVCCCQNKIYNAKB-UHFFFAOYSA-N""]",false,false
CMP:DVKJHBMWWAPEIU-UHFFFAOYSA-N,TAU:f0b33f48e991838d882354f19a1ba0b0d1c8bd7088761b2b9b809124d6c7940c,"[""CMP:DVKJHBMWWAPEIU-UHFFFAOYSA-N""]",false,false
CMP:DXBHBZVCASKNBY-UHFFFAOYSA-N,TAU:e9f6d6c1b30482c475072cea34a0b2f3520a33fec25b17e1fc2304d2182549de,"[""CMP:DXBHBZVCASKNBY-UHFFFAOYSA-N""]",false,false
CMP:DZCCLNYLUGNUKQ-UHFFFAOYSA-N,TAU:65e9fccc2667a334b41224ed807d208fb792594b74dfab77591549db67315cf6,"[""CMP:DZCCLNYLUGNUKQ-UHFFFAOYSA-N""]",false,false
CMP:DZCOAQKTFAIFRV-UHFFFAOYSA-N,TAU:e4e35bb9f92f1a84b16c93ba42eca6313239d52bdf6c1aa9a6e866610e6a4b8e,"[""CMP:DZCOAQKTFAIFRV-UHFFFAOYSA-N""]",false,false
CMP:FAUOSXUSCVJWAY-UHFFFAOYSA-N,TAU:4bf124ee34eb98e2d02f05b6c9d0fdcd433574704f9cffe6fd56b6ccba1054cb,"[""CMP:FAUOSXUSCVJWAY-UHFFFAOYSA-N""]",false,false
CMP:FBOZXECLQNJBKD-ZDUSSCGKSA-N,TAU:585572f371657c1c22c476d90579a98c4feb7aeebdefd6c534e5e5ffd78b0ab4,"[""CMP:FBOZXECLQNJBKD-ZDUSSCGKSA-N""]",false,false
CMP:FBPFZTCFMRRESA-JGWLITMVSA-N,TAU:710d9f107aeadb862a1a7aa079a446fbfb492532837d01a52e67e959ba542a75,"[""CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N""]",false,false
CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N,TAU:710d9f107aeadb862a1a7aa079a446fbfb492532837d01a52e67e959ba542a75,"[""CMP:FBPFZTCFMRRESA-KVTDHHQDSA-N""]",false,false
CMP:FCKJYANJHNLEEP-XRWYNYHCSA-N,TAU:092551e8d208bc8b389bf469e1ee8d07f6dd7681c6e59c5406ab719f79e61509,"[""CMP:FCKJYANJHNLEEP-XRWYNYHCSA-N""]",false,false
CMP:FCOFRUTUVRXURQ-KGYJPBEYSA-N,TAU:dd2bfcab7ca4eec06aac6992cec4b8da4985f3975cc0cd0ae93644fadb9e7047,"[""CMP:FCOFRUTUVRXURQ-KGYJPBEYSA-N""]",false,false
CMP:FCYWOYUDCUKTJC-UHFFFAOYSA-N,TAU:be6cf2698ddaec572fb4054d13a7a64d6e7065312374dbc22f0314155a5f91f3,"[""CMP:FCYWOYUDCUKTJC-UHFFFAOYSA-N""]",false,false
CMP:FDCJUXDANKKYRM-UHFFFAOYSA-N,TAU:c69316c26d23cce1240b8ade01f9edd0c79d099c7e662691257bb75b165e36c6,"[""CMP:FDCJUXDANKKYRM-UHFFFAOYSA-N""]",false,false
CMP:FDKXTQMXEQVLRF-UHFFFAOYSA-N,TAU:7e776aba88f9feac6fbb25fb89736255a353669cc1d1dce9acf20c1c3a1f41dd,"[""CMP:FDKXTQMXEQVLRF-UHFFFAOYSA-N""]",false,false
CMP:FFEARJCKVFRZRR-BYPYZUCNSA-N,TAU:12fbb2c8e54f2632a7ce7d7e213cb92c1e433318b898658a807e5e305bae80eb,"[""CMP:FFEARJCKVFRZRR-UHFFFAOYSA-N""]",false,false
CMP:FFEARJCKVFRZRR-UHFFFAOYSA-N,TAU:12fbb2c8e54f2632a7ce7d7e213cb92c1e433318b898658a807e5e305bae80eb,"[""CMP:FFEARJCKVFRZRR-UHFFFAOYSA-N""]",false,false
CMP:FFZPYEOSTOWEFG-CXEJCQMISA-N,TAU:b453ac80f7572429948dccbaa0090f8eaa4da366c859126e09f28b8ab4b22be9,"[""CMP:FFZPYEOSTOWEFG-CXEJCQMISA-N""]",false,false
CMP:FGLBSLMDCBOPQK-UHFFFAOYSA-N,TAU:b396b6861392c3eb529df942fd8c958364ff944194baced84aa049ccf3ad189a,"[""CMP:FGLBSLMDCBOPQK-UHFFFAOYSA-N""]",false,false
CMP:FHIVAFMUCKRCQO-UHFFFAOYSA-N,TAU:7693e89a81e894575d4b40477e7fe94ecc78d7f7c977c7924243e6420ae46c26,"[""CMP:FHIVAFMUCKRCQO-UHFFFAOYSA-N""]",false,false
CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,TAU:ee0accb9c1666196d9106ef8ebaeb581b9f47b09f0739aca7aaf7ff89f51acfb,"[""CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N""]",false,false
CMP:FJLGEFLZQAZZCD-JUFISIKESA-N,TAU:f4b73a977baf04770f199e6fe5f274b808420b199151488493e543a20ec93a62,"[""CMP:FJLGEFLZQAZZCD-JUFISIKESA-N""]",false,false
CMP:FJTNLJLPLJDTRM-UHFFFAOYSA-N,TAU:20a8287e93463e41ac15718e8efcc1963836ac5f2de766395aad64629dd8e20d,"[""CMP:FJTNLJLPLJDTRM-UHFFFAOYSA-N""]",false,false
CMP:FKZLAQOTFPPENP-UHFFFAOYSA-N,TAU:cf57ded50dc4177213e1f7dc05642c8555fce36b16e0afdc9a7d2859332d81ef,"[""CMP:FKZLAQOTFPPENP-UHFFFAOYSA-N""]",false,false
CMP:FLAQQSHRLBFIEZ-UHFFFAOYSA-N,TAU:1a1f34fb253bcec72755c0bbe81a7c05d438983f0f7ee5f1710264b1dffbb0b4,"[""CMP:FLAQQSHRLBFIEZ-UHFFFAOYSA-N""]",false,false
CMP:FLKPEMZONWLCSK-UHFFFAOYSA-N,TAU:323fcc15af3f2ddba379de1e5ddc15dc30845f3c5c92eb796875151aea3c5d32,"[""CMP:FLKPEMZONWLCSK-UHFFFAOYSA-N""]",false,false
CMP:FLTYACUMGDVPLP-MDZDMXLPSA-N,TAU:dbd1ca04d9aeb451420307ca83d0b4157862135cf8aaec71f609a88b8ce2d1ae,"[""CMP:FLTYACUMGDVPLP-MDZDMXLPSA-N""]",false,false
CMP:FLVIGYVXZHLUHP-UHFFFAOYSA-N,TAU:b7a6633adc491b9a36aa1cd79b62351292f48ecc115fbda24e18357aea1ab499,"[""CMP:FLVIGYVXZHLUHP-UHFFFAOYSA-N""]",false,false
CMP:FMGSKLZLMKYGDP-USOAJAOKSA-N,TAU:c6069f5750d9f45048993325c60595e86acc32ac1131dc51c01d1e60c7ee37da,"[""CMP:FMGSKLZLMKYGDP-USOAJAOKSA-N""]",false,false
CMP:FMKBEVQUKYPUEJ-UHFFFAOYSA-N,TAU:d1ddf29a3f6891cddb15b5294a2b00034bc2e3332f777adcbf056a896d274092,"[""CMP:FMKBEVQUKYPUEJ-UHFFFAOYSA-N""]",false,false
CMP:FMMWHPNWAFZXNH-UHFFFAOYSA-N,TAU:61ea1990969c8e2a8933c18e990148849444eada37310eef449664388f70f3b6,"[""CMP:FMMWHPNWAFZXNH-UHFFFAOYSA-N""]",false,false
CMP:FMWLUWPQPKEARP-UHFFFAOYSA-N,TAU:1b6f83d9244dc12c0a15b6ec28a8d2d5e9fae8c7723cfa7072d699b1e30f92ba,"[""CMP:FMWLUWPQPKEARP-UHFFFAOYSA-N""]",false,false
CMP:FNKQFBWKNIGIOS-UHFFFAOYSA-N,TAU:e8b30b2caffd72033112eccd84cb0f7e6b255d4634c81fcad54e45f6410abe2f,"[""CMP:FNKQFBWKNIGIOS-UHFFFAOYSA-N""]",false,false
CMP:FNYLWPVRPXGIIP-UHFFFAOYSA-N,TAU:4b2ffeaa43dc1d8eeea8f3e40c503c9bcb5b4e53a69e5338d0b6785e0676279e,"[""CMP:FNYLWPVRPXGIIP-UHFFFAOYSA-N""]",false,false
CMP:FOCAUTSVDIKZOP-UHFFFAOYSA-N,TAU:204c83ac13c463169eeccbfaff0f4dea6d513b5b081c917a7cd3ea724956f13e,"[""CMP:FOCAUTSVDIKZOP-UHFFFAOYSA-N""]",false,false
CMP:FOCVUCIESVLUNU-UHFFFAOYSA-N,TAU:a6a3ca03ab171656638910e6ffc2234d62e68497e7263d848a957b78a9c4ead8,"[""CMP:FOCVUCIESVLUNU-UHFFFAOYSA-N""]",false,false
CMP:FODTZLFLDFKIQH-MLFZJPEPSA-N,TAU:d0bf73bacef0662b3aa61d6f47f6bf9016c6e0f03f725f505880672d0f477aa7,"[""CMP:FODTZLFLDFKIQH-MLFZJPEPSA-N""]",false,false
CMP:FPYJFEHAWHCUMM-UHFFFAOYSA-N,TAU:3f53fcefd251a4122f4c075f53c2faf97b973d503ea1faadaba453e202b48493,"[""CMP:FPYJFEHAWHCUMM-UHFFFAOYSA-N""]",false,false
CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N,TAU:56176ff3048ab327bcf00d8cdde3c488223e02d035be0b53b7df954b71c200ce,"[""CMP:FQDIANVAWVHZIR-OWOJBTEDSA-N"",""CMP:FQDIANVAWVHZIR-UHFFFAOYSA-N""]",false,false
