compound_id,dataset_role,clear_positive_count,clear_negative_count,record_keys_json,review_status,decision,resolved_label,resolution_reason
CMP:LGXVIGDEPROXKC-UHFFFAOYSA-N,external,3,11,"[""REC:027f50c8f1b5ee97955a923f4bee2cb5d002c2f2441d4b104d4693c8446b8f12"",""REC:053cc30299c273679a202d6e7ca3ee97c0fee03d83f03e74554e47e3e0b3cb3f"",""REC:06587a19a2a768c321ef246ffb12df7cf3197c4eece99c0c91127726f988814c"",""REC:14a09caadc32421ed2d805fbd7618d050ba94311392ac58e525d33c631b10296"",""REC:18b6c9e9b0fa93eb73478b538468b89817365b0d13d489f0acce1d9eb32fe621"",""REC:505bcf0624791b7f3049222e7eee5beda3d5f7b5620c8ad76bb0d18240f698bc"",""REC:58ce7bf1381e69a3c0503f4fbe5d1f129367a694477d3a1c46f3503d3b52b1db"",""REC:59307625359f2147e484732349dd10d12f0dd43420cdd54c117f9af859f9d427"",""REC:85fae5f54e6f28fe2d1d8ad43edd0fe6286e60a66677bea84341ff4df5fd08ca"",""REC:91726be8b9ce176e6d2539f69011c6a2072b506b5ef23f0fd264333b2d09d21c"",""REC:9b77860a844529a690463ad61aa202280f491ec382788e4a61b7476e71e928dc"",""REC:9bd803b388a5dbfe47e87237f059ff7ebd283f3e9d49cede163994df587de792"",""REC:cc43ecc5ef2735644fb0059bb15570875e949154ebcb5b45fe106e56ce3716c7"",""REC:df173af1afa4afc06d3d8ce9d8ebf98b516e4f9822b93feeb54fca207db4fac6""]",automatic_exclude,exclude_count_margin_le_10,,明确阳性与明确阴性记录数差绝对值不超过 10，按规则排除
CMP:LHHGDZSESBACKH-UHFFFAOYSA-N,development,3,1,"[""REC:014d87a6bbc3f4039e9c37aeec8251c8fc8dccbcfde654b49e9c75e3731187c9"",""REC:0bf7410336b97eb5325e8e1d32785609dc58d0a2fe6bd7ad7dff441d0ed8da75"",""REC:0e7a1aaf771741e27e5c1193c0c492e73bdcc05470ff3392d27e6c2d9b645051"",""REC:0ecb09a4c0f655d80d394ed35f6cdc084faec9037e1020f4a6b8788a059c8054"",""REC:4fc735bc3760b4bf8e21707bb87046ca2169c3f6274be255ad38955c43923545"",""REC:6dbf1304b32a2d66910a7b7cc0f36cbaf46a4131afb003fadc88e31bc1472fe8"",""REC:7241def80cda51efc4488945263dd5e1b6e738a42fb81fb33a8de8ef5f50f21d"",""REC:87d9ec95d0d2f7bfc60d0ca710c0e831ca19cd8d4d479abe985680fdf39b75e1"",""REC:8958a1fc97b5b5fe670f7fd566da50bc37052bf3cadcbed8d8e0d5d95560f86c"",""REC:94a82e53588b7aa4f6124b22309668972fabd33bbdb47106cc2de56cd1362eeb"",""REC:9fa3e002dda586bcc4866850aa113915e73a1a4fd4f3eb47ec60ebafde087504"",""REC:a65ae874d47a5b65c64f317f164314681a4874c04d90b6d152372e7bfa2308dc"",""REC:aee4e7af25da4e25cc3d467100b126bb4fbe2c0ca03a2a8a8b214fcd6ddcf7bf"",""REC:c8417eae120f2d4e511ced737c904b9e515da10810b9588bda7a7ee97c375327""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LIAWQASKBFCRNR-UHFFFAOYSA-N,external,1,1,"[""REC:0c1d1b6d7f3918d79d9b6b86dc5ad0b01b469311075c2da5a4089d3cd231710e"",""REC:ed30e6a577040a0f052241b8ffc5e54ce7a74f526357c4de4270850af094e43f""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LINPIYWFGCPVIE-UHFFFAOYSA-N,development,4,1,"[""REC:134dde50efacd904131d0acc4c05f0bbb7a96534e7f6d80da9a48d1a867b5856"",""REC:1b1d46e179a8a79855eb1c2930f04fc1371b7ca29f969a17bb5dbe94ef9cc7ef"",""REC:1bf7401e516fab59a94d32bae436d49b1a24a1bf619b73865cbd3632ce7979bf"",""REC:2213b7e8514bb18a502e780b6d988cfc0e4e9ff346e866c1342ccd702d7eac64"",""REC:2382b993b510b1fca5813f2bbc3f517f4b167e177f8d2b914f9e3620a3e1e95a"",""REC:250b8644cf838cfb5ba9ca2d9eb6a5ee32be126e2fe3abd2b104722da85a84ff"",""REC:402eef9fe2144d0eba3c2542aa760fde9f94f34ef6eb6c5334e75adb6a9d0d4f"",""REC:530e3c921b5b7f36a3cc47f5659eb15891d2524facce93e317d0f44f9c80c018"",""REC:5895155419e5588b94950df5d0ac8bc1101ca21d809eaa8e1eb2627ac514529e"",""REC:5ca85e29118e7740b15085c7a36e6fa8765b100f04ff64415991ebfab3cc8527"",""REC:70346924c1db1ddba94c64858927b7e1026a299eb8d75bbf0a7db46692dfd770"",""REC:73e446adfbc3030aca3f0785f9d18a9908b2d0ab314db3dc2ee094922506533d"",""REC:74c7dc24d7965f48d3593a6bd96363e540edb92f8dae694affc48a1fe3724cc9"",""REC:84843b449dde4da0f7bcd3251fb8b031586fd75a40710c35292126e9f92e7e96"",""REC:8658f1c8893f7d8976acaf66b958b91cc2fe86d4e3af30d1979cbafbca3f242d"",""REC:8a9aa9c15ae78b721003ab8638917d2dcd7db9e34dc80463b84fd08b9401b6fc"",""REC:8c17e8bbe2ce01baabd5a80a368497cc5717ecb50c66f53bfc4c6098edbe8453"",""REC:951c105716243a9b5e2a690946243db71cf8307a4fdf6843301d9335bdd623c6"",""REC:978ca02db63602ca0dddc3393ec959b88374dfcb8cacd72c00c633ce65e744ee"",""REC:a0992d65017dfd00ad0d93a16db8244a2aa89b405954d7356e63769827f09b46"",""REC:aa3f8f9989aaf69c244b603a5bc9ae7e2361d95171e5030649080af413b1c03b"",""REC:aeba150c9c398f27e70b4b9cd2816bcfacfd0e2f27b3cfcb12edffba2a3a5ee3"",""REC:af3e9e3d6827d9d4a38be0ca0caac6e16ce3da355099a889f90a311560a2f368"",""REC:b1d25e2b157d2e482e642cecc33f5182b6303819c8342146e2f74145d2db3cf7"",""REC:b3e57ca4603ac5bc3e9e8796aad3dcac270949f39199dfacc401b91ad269501d"",""REC:bdc64f1dcf7616b3925544bdba9d7859d88e6c2abdab40dd4e8f83e3a6041c23"",""REC:d65ad7b8c29613b910cc92d73868bb31270317f0664dd731d587ac169ed90a51"",""REC:e9494145081a7f060156cb04fe11fec1afb0e5972950405ced12b5988303e10e""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LINPIYWFGCPVIE-UHFFFAOYSA-N,external,3,1,"[""REC:03a7ede1e15845f0f0fa9b2fc576329f7a8a04d40cbd233ed64c2c0131f0258f"",""REC:0a69f819b308856f2c90b3a1a3497eeb31dec57cc7de603671ba0afef6a599e1"",""REC:505f9b7ff91f9bc2b43f8399993f02f69f6caba8c979fee2c968cfedea0ed841"",""REC:5f70079023a69e01aacd17bc46b779f2e3e9ae39f0fafbabefee72cda1ab08b8""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LKPLKUMXSAEKID-UHFFFAOYSA-N,development,1,6,"[""REC:006f4fe441f3959b882a8677d8cf0e5aeca14da826eb0d9558c9c0e689ae411e"",""REC:07ee30d79065f32b1db7a0cffbce6ea268f3cdbff27695a6b45cdfe613420f12"",""REC:2aa4facb7d28bdef810ea58390af081df3c53c6eb2929a9f816567c4e340c4c8"",""REC:3849e74666d389bc74e722fbec874c89ba1135d567ccd3d29228eedd5fb3fbd7"",""REC:3a9b7714d62513a80c5f138d99f7b3ed1717d62f8b53a7c9a4b36fcf8ecac2a6"",""REC:3cb9075d9fc57535a11a00489cd9fff828f94c8cb10fd4942014dca40948debd"",""REC:4161f3250c407a1ffc2d630d0f11f85a1415f214020429cc7971b2c967b232d0"",""REC:4d3aaa214a427ee3929856cc897aaf6302abe978d98b4b96ca11d50f5cf312a4"",""REC:4e3e6fcaa3a66c77841475eeef6a56f988da28ca0bbcc3d7479b8861cf8926e4"",""REC:59559d15b9d4b7532b3e9b5783141c9e6511b13972f2b0b380fc16f8d3bc966f"",""REC:605d9c534a917862fa1ff23a8a1dca080d092e261f3564fe03a35d7200bd7e71"",""REC:66d3e62789ce4b9c137441ea1f48f807676456b705d85e90336c3f1bc6235440"",""REC:754eaebc01943d1601b38f418f7a736310fdf38b9b4b1b03c3e22e1de9c6ced0"",""REC:79ff5ed29be38e72e218fc6934eb67d77e071d2ef305d4fac75085d0daa9a733"",""REC:7a45f549842a943dbd3545de53df565ef65def61fcbe618cdfe4f5c576369c10"",""REC:7c96df67e3c2a3f5938e385361c8ddb316184461c4931af39b0ed15b1df7a4bb"",""REC:7f6b578839bfc59b910c73fce898698d50c6c608d7a93751193435c0d7f73e5b"",""REC:91f1a7a50577c9bb8644861c4e2aabee5ff5626768d89c68df85c71f5f07c302"",""REC:930c917a9b3acd4373930b02adebc1b2b99257cb399de7c33c86769d0fbd1994"",""REC:954ccc97b6581f6be96202a30926b8ba9b901d74d548d1eb9b6116db78db9283"",""REC:9fa61df635038ed7cdfd8fd12641f17acc0202f8f54231b756c84beebbfc30c1"",""REC:b5a776e09ee8d9264bb282afee42d4963af8a66f0dcdd420f47598ae1c59bf37"",""REC:bd4a0e16f017e84d917e01db55c0e22fff6ddf8aeaab59ffd5c8f59eea37c346"",""REC:bf6a97282fdc80c5068c30f0185c00037d71dcd635d498433cffb0502496926b"",""REC:e0180b1682926afcc41aae82b2120a8000d72f89635b15c6f0494c92108d851f"",""REC:e5ee00c8f29aee644a05c04601f07b7f5a30382b882fcc99b5c85954019564a4"",""REC:eddd6e550fdf7c27f0eef292e63247782c1647d8b2af41ee394ee20bf8992518"",""REC:ef522c14dce313e8e7ddfe42e7913e6ba452b168792cabe389920ff9d05c7557"",""REC:f867aad1d6f2ec04693af1ceb597acf339c032970e6f22990eb3cbd7787fafdc"",""REC:fd7c9171c7ce744182b35f53c55b4afd8d5669fa1f605212d614f083af6bba4f"",""REC:fd907c9dedb03ed45e4cac8fa50389daebdde586cdcd7607de4a0e066a8e9c7f""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LKPLKUMXSAEKID-UHFFFAOYSA-N,external,2,5,"[""REC:336868fd921fda08cfa1c5154ae12461d7e7bbd8c61f21dcb31d96af50e634d4"",""REC:764fce0cdb99501e888fac25394d1ba7e8a45b5c77075f54f683c17d64b6925f"",""REC:7c6cfbc87a2e037bdbcd274bbce021287b1045b6077e0bc72a5b3e9434cd0c7f"",""REC:9eb2ac44b5b1bfa8a55236918004c19d865449d692b11709fb152dde1d218553"",""REC:a812cd4922da0043f7f5839349e3ab53153015dd943d3ddc7132abb1ffa0dd6d"",""REC:d2e3fbdd585557dc57b9a850906ded1cb2262d7dad25a8c2402ce259b768ed9e"",""REC:e9a8c8d9172d048743f9dc8c76f7472f78a6b6f0e1a124158ffd74c9a28be42a""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LLEMOWNGBBNAJR-UHFFFAOYSA-N,development,18,26,"[""REC:041b720787d793a98d45c0266286dcad8d698266f15c9a5e4e490474729ddba8"",""REC:04e2511297ab9e0efdbcdba8dccd8533641bdbb6976601388892f9a95a9c2a9f"",""REC:06857d4a03cc6404f9919633276c2f4deef9d2568d6e11c2ef188706aab87960"",""REC:0b2c690f13fa6693a5baced1e0109d6fed54d03ac6dc8219c0d2ef4018011b79"",""REC:0b5841b48eb7619c31926b434df8b72b597073816d8c84be769759e5dff34c1a"",""REC:15890344f0b319798c6c7d0ced2bfca574ec9b03c29ba568eefebbcd7e3bf20f"",""REC:215f7653cd1a3b2e042acd21abb850c50dd19668d6e6b6f40598dd9f7c966c5c"",""REC:232ca1689842c3cb9a593e3558c9172892974b881049c56f61ac5930d343abd2"",""REC:2690ad9536fff25163673ce8c97155389ad3b10ad071b29206f71dcae484f1be"",""REC:29142fd66c28fbd9395b56b9f303a85c5a8def532335a4e804ff79f0e0f93bcc"",""REC:304785ae28b2016c5153108dbf97ea5cd085642c6eecac1747d656d7181af6ed"",""REC:3533c44fd7d4182ae4e932baa4633a1b9192db062717824860878ee8737127c2"",""REC:35fff19edaa6e931087d706714d79e2472af1b6af9e69afc3318a27e241f822b"",""REC:393d23b7da5abd222ad843bf166dc6515fc3478d7b17fd22e8d82f7b7136e215"",""REC:3aae1815657b06504eab5902927997b940acd2dcbcba5a20cccba53f1e68ad08"",""REC:3b840e03b02c2315e4ec882e2c744b0e13ab761ea863d4206af8fa26f6d1e28d"",""REC:4575c1eb3473147d280bc1e6d65fa943637b9e7410a59eb7418238298989a8b2"",""REC:4a962e7657bdd74e94448c674bf4a35cfaaeb970b5136d46d09ec44bddff45fe"",""REC:57d94a506e54219718a837dbbfee09bb057bbf207e9f241487567de0d847626c"",""REC:6084cfd73a9908326f14a552f47a43ec6ca7f8109914c423cbe0b6e5d2cbceda"",""REC:6bfe2d8e284a9cccb1857f957d3ee12c69f75a07ff303c7cf6dadb9ef811b134"",""REC:82704f39e58853199c7ee0b46fd3653de1d79cf19d31f3d536f062b3551a9c0b"",""REC:832e428ea3d8a1b30318a43054ea3b5351573766d04be772cac756e635f2e8c8"",""REC:849fb28c595cc20fea4a6634b5c5b280ac0bbe49848e17163d0b659677192b4a"",""REC:881d11ee88fa6bf00d02f9199d476e0c6ab53f7e626f2ced23a6807cfc553580"",""REC:88974c9b8add6fc735c52a60d93f0894677e6b1836fa769cc034ad6af6e0a696"",""REC:8c05e4ede358301badb68e9f5c9fe7158779a516f6572958cbed143aa3815f30"",""REC:8f34de3482d9b4475fb03955317bfc6c7d296a876acb17fac888145da7379623"",""REC:955d15906c5f533d27ce4f48f9314854606af59fdd5d421ce1b3e5282a3e8f79"",""REC:96b046937fb96c011d8a45306e59251037ce7d3b3cb36cd9f228c5987c491860"",""REC:9f5d9c95a08145392695270d5a92c7949592a167bf9bba6352e8eb2af19517cd"",""REC:a56b02476839f1999fe93c3641b06a58b6f81c0179b2654ddb17e4cbde675be0"",""REC:a69811e7cb6e2fa18e86fd0bbae1c7a8906ed0b40fc48ab589f63bea19519ed8"",""REC:a85ed4895c3cc87c9b6b74265f799a51104cf87e7e3fa7b66ce12ab19559dcdb"",""REC:a9cfba9d79804802f3e937e2c9aa43e0744c720ae7895dcdffd2e3f7d89f6c86"",""REC:aa06df0f7c84758a922e5b5d2513a8906912f96dd2e600d4a181ed7e4bf7340a"",""REC:ab8cbeac13c0cea6cffba67b747d800413c4202067a2123ab4323e6d639660b1"",""REC:bd5c950ea43b8da8002e4b16c66149adcd0aebe3a47f998003b96413eb037dd7"",""REC:c079ad25962334ae9613ae18d191945ff5af40efcc4d28625ec7c59f08d24c57"",""REC:c96cc03ea6357736a1cedf03cd61a725e6cee976c151cb67462b9eba771a97af"",""REC:d267c0bcfe5a0277d7d4e67d9bae538d57984e9b6135351ecb226b7f7219d7dc"",""REC:d442978406608e88bd1e62cfa19543e6402c90b4a7756db07a1fc5f9e99ef530"",""REC:dc1725de1950f2df8e3e4c5caf191b2f4a4a0f8935ad74bbd5e28751c92d8086"",""REC:e52c45540684f92685dda84532a04873940e89ed9dcdd2b96aa3b7da8ed1bd25"",""REC:ede4f873b8d4ee9e68baca1b265fff6f31fb72592a34301221f3b49332ea0254"",""REC:efc5ee289eb079edff42c0fd6441cdeceff6744bd704435f7696c836a39b15aa"",""REC:f83072d00b9df9a1c0b3fdf80d5a671cc1af6e52aaeadfccf10ae5545acf2ee1"",""REC:fa08944397b40208a36ac0189c0ac1884fcefe5f1692e92681b6642dbe80b645"",""REC:fcbfb962fd0b0577784b42de716b2e85f4ff00bc20e93b61aec1df79d231a42f"",""REC:fde5d9e9a769858eb056b514836c4e1969a697fc8bd61a64a57912b14956f82a"",""REC:fdf33ff1afe15d2e3ea8bd0d963ecdd1ba4321cd435b7cb97fb06993374e4e48""]",automatic_exclude,exclude_count_margin_le_10,,明确阳性与明确阴性记录数差绝对值不超过 10，按规则排除
CMP:LLEMOWNGBBNAJR-UHFFFAOYSA-N,external,3,10,"[""REC:20c7a146ecd7c30bbaaf78b9c06a32e8932c1999d1c8e6021f6fba853e421201"",""REC:235313035339359e258e04b17bd2b8c69f1440e1723f849eb5d8249c9e168434"",""REC:3a681f70495c40f047e4c6a8f7f6e3f998bed5d71d1993229df07bf320b2d587"",""REC:4a8eec08e01d2332f243966a5c51926d2a0a1e10abc76d2dc19dc5434c45b440"",""REC:53e6bd6e27320fc0b30abdf52de9b03eb371b986c7dc8d41e133c41a623c3d64"",""REC:692417c387222f4ab2b83acefc587d84d5055f2b5ff76fbfa3981cfc737343d1"",""REC:845b0af9608b9be2d240471c907cbc42bd6eda961748974f11479b8f191cceac"",""REC:c227af0e78fbe21371157741b1c83516c3f17da58fbef6713a6f25e74f3a20ed"",""REC:c918db584e6d75c32f548bcbe655aac20d94313bb63995dc845417d40208680c"",""REC:d4c2093e3b7ecd5996af31036af347853bb7becb21dd213b97e9f0051cc38ae0"",""REC:dd3cf334bc2e5d9fecd4fa33c4af4c462d2457122d58175f1126bd947a2f6d92"",""REC:e097b90405c567db61eee2f45cf8115cd10d5d310feac208fcb94126d89ae0af"",""REC:edf153e6cf88c94dd27f700a65d67f2c329969c76add9ed7b5521d288dff5963""]",automatic_exclude,exclude_count_margin_le_10,,明确阳性与明确阴性记录数差绝对值不超过 10，按规则排除
CMP:LLROQAGEAVDYFP-MDZDMXLPSA-N,external,4,2,"[""REC:2d5bbc90f7b9cbb94ae849181e128c1df1b893226d668c6c68ddf21c4f6f8d75"",""REC:34ca21bdaab8321187f5ed2a989904b5efc3f86e030bef15298732e11530b900"",""REC:425962c319c5521ac288e491aee70734609c15ae57525428ebe09ea801e6401a"",""REC:a2aa01c81e965745ab2a3f3cef07ed9ce45c15a9ed8e80f1e7f49550bb37c258"",""REC:bd45f99a97e5bd9d503020bf1d481e690308f85b7ddd84025fb9d9f123befaa7"",""REC:e1b55de0dacde14bd85bb8dcd2dd0644b2e07e28fa28179bcaeace7b64d8f87f""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LMEKQMALGUDUQG-UHFFFAOYSA-N,development,2,1,"[""REC:027c4937be0cccfc477bcebacd64c659b7d09bfa0a7f4831a3e913b9651ec443"",""REC:16c0a91199489c9833f650fc7ea49b2b3562b6391d8fd59935b8df8439d32e7d"",""REC:17abc85515d7eb6f1445bc03476768bfe18823691ab7b6000565830a0fddb80f"",""REC:1960e5414704da3e924738ace0ae27ebf0491799bc5e6516ec3319e5bbddade0"",""REC:3bef820544c5f634ed100228e4a928d6f53e7e4f770d4454199b9e6ba1f0069b"",""REC:4674c6a5e665dc76852e33ac2cb1a81869cab505fe5c10bf235922e608e83f99"",""REC:471d90aa2189a298f17e50cdd5387d1be6134d083e9ae29e9271f872e65a63e5"",""REC:4817d56dbfd1c3dcf28ca6d055eb3b3662906e940ba8a785947ce990eae3cddf"",""REC:4900d76e40e05ed31ebb1f3376f202efa65120707df16e2486e8d509e8be02aa"",""REC:4a674e9e9b5f1ff234f99daa705eb5db6f710f0089094ebdbe99e53a122ac1db"",""REC:4ff19019096228bc957a9925dd83b6e095eb4936981d78809dbad57fe92dc929"",""REC:55b3b8631556c0b7c400e42b8cf1057a6449b72e9c5d12fa10b5f2f7b4dea467"",""REC:77d126856c6f7b24cc866b535cabdd22a1f755e5046ba49e679756174cd337ba"",""REC:8656b202779bf87172ab6ef7e41c3daea80c16fa1749709c6d5ff143cb73faf7"",""REC:86788e8ff50e7577b6ba886c3121075d4fc2717bb1c4ff72884e03318295a38d"",""REC:8ca72bb0968197cb1837171d0a0adc65af7e798871600a9e0fe6eaafb1b0c5b4"",""REC:93968ecd093d02d15d2bc8e68c5d9c22b63153327d320e56366b1333fae9ec30"",""REC:9d419d7d9a7d266db3611fad59f21f9fd9037d51f719ffda65c47e7d0880ee3c"",""REC:b5030f6735d0bec653dd0ff3d2e8aa2bca89f82af6171044938b0c2911bd560e"",""REC:b77ce80b57f9b828728ebe8c6c863c2d66d4b0a1b70abd8e89ddd422e5a142e4"",""REC:b8c5b7c081758cd21d9b430646a67913fa0ea13fd697fa2cbcf6249fe60acea0"",""REC:bbd5d9e92abb887a9c45f1e9c3e3efa8ef78b4b3006ea3af0155da3b71371862"",""REC:beeffda29b1a19e2f940fe10286fa270f0c0c739aae797681a78955bdcb3b01f"",""REC:bff134bb8b9880f7b1600a36adb220a4153c1a9a95d6bc4ea1c5d90a4e676c80"",""REC:c3f992b166b4b9b4b64408751dcfaa607b4737c39e6b0e6cc7c10ac7e5644a3c"",""REC:dc1167a0617abc4a985700bc2e4ef632b11b0a7c44434787142d041d3ca72e20"",""REC:f012a57635416d0f48c50e3e080a038a666452a7b156e089158a0e002b3d0677"",""REC:f7ef40d654a9a648be88f5eddff8882acaed6235d30fbc76ce0cb890815d2f2c"",""REC:faccdf28e368be650521e5db49f47f7063e820fe0eccffc353d5ffbe8d7fa068""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LMEKQMALGUDUQG-UHFFFAOYSA-N,external,4,1,"[""REC:485bf448b6c2cc4d707afd9d020d247f97a5719b5f719cc70edd34676c355687"",""REC:4b5810c00a857dca36de4d131d87cd9ad8d6b5724a31819d20cd44e6448621fa"",""REC:9ed2ca3f8d07e1d45550072522c4fde72689e0eeee4849cf4d0c5ab460e86c20"",""REC:b37fb6c7e10ee1079c99f70c7dc65613cfde80809ee8cd886581076dfcf59c7e"",""REC:e90db952b3a84d30d74aa91d3b92b203ed68a3a75b4f224b7a72f77c39a7b22d""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LMQWCOZFQUNBGM-ZSYWTGECSA-N,external,1,1,"[""REC:2f24cef76e06280ed8eb0ad9ff67fbf59d842d3f9aa5d5699bb3f30217aa4d4a"",""REC:78c3a05e6cc6c7782c7227aa71d754932586d2b4423dfe5a6f4c641d1557d76b"",""REC:d8fd50760b284ba013298d49fb4435ad4879f0ec048ad979b199c21ccc7bfe33""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LRBQNJMCXXYXIU-QWKBTXIPSA-N,external,2,2,"[""REC:30967adb066fefb21462cde85cac4f13d595e560db9ce633720096e7c2facbf4"",""REC:6bb99a0dff61977b11ca6e5c02ce9283a02415b06a78743c402e4d0e3ca21093"",""REC:97cd235adb910839c28c62d67b73b206e318a6dd3ee7bcc806e4c3ba0ad4e995"",""REC:bce759277e9c1065b2ff99088c0976878fc94138b8fb58ec29d77ffaf6898a87""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LRSFXIJGHRPOQQ-VZRQQIPSSA-N,development,13,3,"[""REC:009630b87606d107a614b21ad4a47e31ff9afae05dceb4bb6b652d9e6a8e36fe"",""REC:01a16a81bf43bcf696fb01d07835fbaad85f1c930a027cb066ad951f1a1e3570"",""REC:1c195a115b2e6948555b509a5c308e3122b84bfbd9deb76542ba12fbc6434713"",""REC:22c733cca79dc163fac38000e3427d6d77946c5e88124b1da9d895d78c53c8ea"",""REC:26ce34867eb64d257cf57c8501d7aef028ef40898c59a567d7b36aefcc1cb06e"",""REC:35866d9edab6705fd8e82147626faa1ce9fcf435ce121ad5eea4bfa0ad108484"",""REC:35d1d83312a7386ed9a50ed39d7a7149c2d9c4c7c722b566bda7e70bde6bf93b"",""REC:3b4cc2f3f41587baba382a33e902ae31e184ef1b32fea4e0cee975b0e7830660"",""REC:46ada97543572592bb2667d94ce1bc6f76ed98d5b27cd675c0db6ce3485e7af0"",""REC:4a5f380c0eb15808f08a5faee79799a5dcce1ac124ed18185b1c5c90270914a2"",""REC:6c065f2c9edcb7801bee704a0905f064806c7dd4ed22a5c5c1a3b973cfc9f03a"",""REC:6d7ae4d4ddc4bc097dc52f68ff8da9b39104dce1827387ea28052fca3128761a"",""REC:6fce82f651f428568ecf3ba03ece1a9ea9c978f3b7d752ff432f91d28cd7cf8e"",""REC:76c4c0691533ae2d874b5b7738174a6553cca6208ddf3f50357583959c0b39bf"",""REC:775b0cf85ddd63ed702377a495ec21405b1accea16737dfde42ae46ed6141b9a"",""REC:7a2d535836f8d9e168a8df77bed534447ede370524335ef63a8464ac55affe78"",""REC:8b8658abcaa40fc0606f9122e98ce77c7300200bfa5a9d79a297fcda9bc1aa65"",""REC:ac7f96d83e0440c348e48af72c7abb0fd3a94c08cdef96fb9bf899ff7f5b6351"",""REC:af087ad4d49124e101eaa7fecc54649fbfd6593574d85da3881775f7b05db146"",""REC:b48ab7ff94f05c17a36ed9700d6a9de8d19d078c3fb2b61e18bdd1f7222e7c17"",""REC:b88f9182adefc2e49e7aac6a1d24efa4ccbd5e4888b45154ae9b455fe6953fa8"",""REC:b93c67f467b45404670f0fed1278f73aa8e2367df0d89f0e67114bc22985b892"",""REC:c122d45af9a44542298ee43b815ac334bf99c6eb0d256a9fc3100243b3565ee8"",""REC:c8289470478bfbab44c255636fce17e0dbb6d3aca9968797b4b7c9f2451b1c18"",""REC:d21b52f07f1f45f46db8b17b2979509f965a38c634d8d0222e560557ef6abff5"",""REC:d4eb5fdba55ed6e62c5655a0eb26ad5141cea6634eb88cbd3315fe8ecb84f667"",""REC:f9758014a54950a7045639e7a647f6b787b9adc181ee395f9812e535f1a4b418"",""REC:faf78a97f3bea840cdb144a68d52595212ba749b8830bdff2416f2105f6f711a"",""REC:fafef8721a3b9c75c240f8f8fca64a7c85ed051bcade4b868d6d2ee9d4d7ba21""]",automatic_exclude,exclude_count_margin_le_10,,明确阳性与明确阴性记录数差绝对值不超过 10，按规则排除
CMP:LRSFXIJGHRPOQQ-VZRQQIPSSA-N,external,2,2,"[""REC:05af0836ab4aec5cb37125ee09bfa2e827601bf3a7afc00b95d82592e67b3c76"",""REC:533f26612e1e7ab1fc921de2ab9db927e084b78fe746fc13d4aea81b2a0dcc99"",""REC:5816cd4902a78f6bd387936b4b57d5f72ec515219a12dc4bcd550337ae6d63d5"",""REC:c82f2ab7b19789455e8ff5bcadbe3e56a0f9d1ca8fd557e9018f2684b7a4f88b""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:LSLCMDFPNJQMJN-UHFFFAOYSA-N,external,2,1,"[""REC:3dff96cd23ea7bfa88ad5a0c158de1c25ff56fc688e23e0dd18ea009aeabb071"",""REC:40771e9da0405d20631d9a4f8afcba78268283097806304895c418dc63ea5fdf"",""REC:a413c4f2f4a56d06c1e07cdb5f4cd8150a3bb5a55ab2295c7f2710b62d997e8c""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
