compound_id,dataset_role,clear_positive_count,clear_negative_count,record_keys_json,review_status,decision,resolved_label,resolution_reason
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,external,2,1,"[""REC:157ea18c2d399806e0b0b95faeb46ccf9bd544eeabdbd58adb2dfed74e2d84e7"",""REC:17edb9bf8502c8db51ddcea5f577fd18831ea1257631147c0287a433ac7d9095"",""REC:3444703c66026ce24c62789f3da48555f3f9d7b0d16e05f42520e8ee8f51a069"",""REC:9427d12347cbfcfeb96dddd76c27c9096db6c5f2fba448a39f8d300e429132b6""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BQDAFHDHPLPCLC-UHFFFAOYSA-N,development,1,1,"[""REC:a8cc96a96c0bf033064be38bf4047398d8c2c322456aef93f3e2347aa4f3d134"",""REC:c1271a170dfcff8a847b4fd28a744924f5d2bb2e99cf3af3b7da0d9daa2ad2cd""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BRHWSCIEJDCELY-UHFFFAOYSA-N,external,1,1,"[""REC:8cbaf16709744ca485c353c26ddbc43c6101111fc44ab4dab9f1be7678b21ab5"",""REC:b43e758cefdb8266fec8470569ba46fb0f017ce938355c03b8610806039c3e15""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BRLQWZUYTZBJKN-UHFFFAOYSA-N,development,2,4,"[""REC:15e17e45c2d5354fdb71ecb721d03728da7ba682d5b82b327886d5538711d5e5"",""REC:1a2e400ec83921ca52c512f5e4ca27dbca193b2c6e54c580fc08d69c6c942bbb"",""REC:2914fe52b96352a9fb559fd66b801ccf2e02653a71cd966f0047dd4dddf0522a"",""REC:2fcf59e9c1e377c128e88f772a7d4047213e3212e63b6c00e7d7d44afed6c912"",""REC:5599b9724f9f2b5a50894740a9ec900efe9dee1632d78f34bb625a1a6694e07d"",""REC:7a7b8f27ed838913f5089d303d9a2b21f1e9c05cf1cb9e24bd322e531bb56b47"",""REC:875f0d88d4187538b0d825816d35ee5c35d95ce2344b7b9d2d6d7bf1daf13ec8"",""REC:8c95693ce1fc391bd05d0c611014af107c683e2335c0520da77b36ec633a2148"",""REC:9923591dda4d0d30e625999fef26907b83dc006164959f2743b8055de51b04d3"",""REC:b005fd9aa5beab2a9008f33a4ee1d9fa69728cc92708b2aacd1be635c58c54a1"",""REC:ebed0566169e829787184a2a3f8ea9b501d02ef9b8b24f81941410afcf5efbef"",""REC:f357529ce14d5186fa4017c1b9eb81622f2f8fa19d504647bdf0f82a0b2afbfc""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BTAGRXWGMYTPBY-UHFFFAOYSA-N,external,5,1,"[""REC:29de7a0388fac5fbb924a2290553baba19eb68434fbe13c1a0a71ee681fa7ba9"",""REC:5a9fed36a293505410d6ef804612969360d4100b55f62e88002257e8b2718630"",""REC:67053c5ddb553a268e9310892282d48deb0c261024ed42db4b1176dd41af6342"",""REC:94e092ca401f7a04385a8f04dbea49f79ece0fb436e4673a73cd5029ad00a935"",""REC:af22a43e9a766b69d057c7fb1bd45d5d4cb5a72777327897fde6e654d650c3bd"",""REC:b5895cf2581edaeb2ff04e9beb1c18c225e2e798d62669cebb7e0b388a90f4f7""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BZHJMEDXRYGGRV-UHFFFAOYSA-N,external,21,8,"[""REC:100f15cb0b2b88c2c353de842e6d464901070cbe00e304d564c152a5008eb8d5"",""REC:103ddc49c5ee3107ffc168828956b851056e7eec64bc84209578c264b58fe21c"",""REC:13070fe5b56a8ef1441dc4019e3fdeece2d988a467166a83d5998a0dbf602280"",""REC:1393e2cbba47e6ade84b9a608ae60934c84b9ac14050a3d58e0626a91e8cb242"",""REC:1654ca35f7335e3e79e3fe90f74d90b58fd64b30798b18345daca67c3516a241"",""REC:2751f1db74d5ace58682af01e1450af14f5ccc6cef4b6eb73c59681a387bedf3"",""REC:276c8dfa94770f9f4aea8fe979593b7942cc32419538dd987df03c04873d6b9b"",""REC:2c117a0ae92a393a980bbe89e37f37e4bf2b857bf084ac8a295d576997b74747"",""REC:2ed2a3effb4efbf9151f6f00070ddf6bae1157ff249f19cff542baa09f88c414"",""REC:3bb3ac77837f00b8bc1ab8a2f3576320fabca6fd4b53a44b283f6014abb7c187"",""REC:3f3ead9eba4f8b7f2a09333c45b73cc753a38da3e46fad3f4c8919b11b7db824"",""REC:5a6f12c76b197c3532b7ded82e13e85a5fd699abc4611b0e405ff0dd7a7f84d5"",""REC:7613eb24229fd7edbab86466aef596a12a09caa80f8842bb1fa5dbeaf94c874c"",""REC:79b49d199fa4fcab4f6c572f13db0b619fe8f8c53d23a02a0ffd52905086901c"",""REC:7da7f32bc1a3318cd5485edaabc1ae28346fb64ccd3929ed9154a416aa0eda2d"",""REC:896c185950c1224af2f39483d0affc000560eb056f6cb1d83522a3381494fef6"",""REC:9e1e4eb95b31e0995a119ca8018e5fca6499b99adf6b9beae4db418e541071e8"",""REC:a2257e71346c330e083893330548c5579fd726e13bf5ed116cf7c846362dc0c4"",""REC:b8ea54bacd1c519383d07b8900b63f54e4207f5e25dc20f0c8b0d8951081039b"",""REC:c7306fd1d953bbbd607bfbfe5131b472ec2563bc0b8d980f3a8de3d1c7152869"",""REC:cabbd6d8063f989fa638fa896fe183f3f8ec5cf9a41b58703de089be9c9675ac"",""REC:cb68e236361ff420f88a17f5b733c0516bb6167ba6b6874bf5424c6990747323"",""REC:cb75049026658d4602cb813628013c7ba5c6a58089d845e4078ab2e22bcc6e12"",""REC:cf3f95506f0ec675ef2c0cfb63f661158c75bcb4be1d9ffc153b8b69a4835442"",""REC:d2f9550c481e0803962601cc3ced1af3ba0ddb0b052da32b61b947557e6a29a7"",""REC:d59e2e269fb48129d9ac12d8be9b040a083e02868757f8bc619959abfbf3cc5f"",""REC:db905f81abeac62b14604365ff69dd532249974ed0f397fe59b53a623d3438e6"",""REC:e81271e8789c80ebb555836091445ac6e1bab50884530b5db1d1f8913e4aa31b"",""REC:e8fe2370465d5ffb149029e5f8d80682c9b6d7c0455da1f46fc015a0b8bb58d7""]",automatic_resolved,assign_positive,1,明确阳性记录数更多且差值大于 10，按规则标记为阳性
CMP:BZLVMXJERCGZMT-UHFFFAOYSA-N,external,6,2,"[""REC:104b16a7952dc1b1ae54fedaac941600d70e7076064a5d32f97818e5e006bf24"",""REC:34fd01250725c168ac5e7793e94f9edc441754d3685fd46746693b6e89bdb7b7"",""REC:5298ba8623402932511b3a800667a8f243587222f78e77e33ed10213538937a2"",""REC:72562b1a0f048e38fc7e5cb4e9e08fa4bf6078393dc021f5554766531713c63a"",""REC:ba37668d3f14b5d29ebbb077c3164fbdde625f4d468c20f760429977cef7fbc6"",""REC:e39af66a9b5413e2789c87754735182a459a65d80ae643b2af863e2aaca7b91e"",""REC:fa0faee6b35f02181b4a45ddd494aaa7fb8978acd0386112bb6c02b30a1ca7b5"",""REC:fb3a7485474341cf7b5443e74cbc0dcb280120e3edeee67b3ee0afc810526db0""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:BZXUQIDKDGGYPB-UHFFFAOYSA-N,external,2,2,"[""REC:23757bd1227785d23d4de6db08bc06afe09041a65858e1b9f502958fef918d75"",""REC:4c307173aa3523d60fa68b648a2d7be3c8063e0489274c61757d6312c9552a0b"",""REC:671168d8cc927f186f959939a304c6215430f0f552b6d48660f11ee7fe646f6c"",""REC:89f8c4c50b85f9bd330f1d8c5f311b71515877c8ce1345908a094edd29c7d13a""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:CDGNLUSBENXDGG-UHFFFAOYSA-N,development,2,1,"[""REC:0adb16ed8c36c88dde8f9bb3ecfef75c3956b453d763901bc0e5f40976777f7c"",""REC:0cca8f210871578709ce4b7174926f28a505ea72df289a4185f5d379996cd4f6"",""REC:1c5df07b160cd8fa0181bca719205a4bebb05ae9f8972f7af62b135d45dc677c"",""REC:1f740ba6b7e84e113a568173cc456571de66786a17b087b46cdf00a21c926e3e"",""REC:384782065fe0f2f04bbed3e194b5aaa9e54fbad4e7019ada4ab5c5aa38f40b22"",""REC:406387d14ca682f609313d29d739dd6f3c870b5c5d540f3f1e78b4100801f71d"",""REC:65d88de3ca52b1e0ce44831ca398bd5920d7a372fdb2d9b09f867154341300ec"",""REC:69ead40d01b44a468effe3d5a61bd0af6acdfe9d6965bbde94b850fd552f9265"",""REC:6fcee182b9304121f4d64ba41d668c9fa46b0c214e228eb1df4f60979d278ffd"",""REC:8619b2d07bf5e6fc0477aad65aaea6c7922937448384fb01351b8b304a36fcc4"",""REC:d8bab2aeb0a1dca3876f3b0c58bb2a98d1684bfd12230ff59d005e72dc693a4f"",""REC:e6a13d4dacb33f7a8986160a14d620f87004832bf9666142a0db6d1ce4389185"",""REC:f4ab092c275124deaf418d86be7a2e14c33855202995c0c9042661157dc8899a"",""REC:f969cdee0a91f1bcd85a6c02d233d2c7de3baf430840e7b1416b2e929a92629a""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:CDGNLUSBENXDGG-UHFFFAOYSA-N,external,2,1,"[""REC:742d5a888358e8c4d4ddf3c9322fe78dd2fc7305cb6e5748c4ea8011a00d1469"",""REC:89d1689f70b34c6b3f966beb250dfc021f3458af76b379dec9f42bce880ced31"",""REC:902f9eed83eab9068b86537c3c37aaaedae1c4e97c762254495f9b401885b1c3""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:CEHDRGBLVBQUPH-UHFFFAOYSA-N,development,35,2,"[""REC:003f26005f86d3dcce2cb0c174b163ef32357f4c43c61cc57e1069f3d65128f6"",""REC:05a5333754a86c9992bd65e97e1d063361cd72d8c70c07bb09112fb70849e321"",""REC:0b0356ad0bbadc17e6e408c5678d9ebb5ad4d09e44c30d96e18c4217b4ac59dd"",""REC:0ca1f0f47dbe91dfa66731767fcf0f95692c6204a007fa45d24f08c692d058c6"",""REC:103ffba7f2ad3f58457bc29b9fe9973fb1adfe5a06f54487d9e15100d99bf084"",""REC:10f867594cce6ce52ca7be6f0e175a42114ae00543e3e5be8a1add66a043de56"",""REC:116de393549c54ced0a18e1826807ab493f4d116030dd0a01489dbcb0008f54a"",""REC:12eb52faf1352cf486e54c3af6e325a4028891cfa2ade924994f521a0430ab5b"",""REC:140ee032d81aac5d27493c2d9b7919dc8fe77dfdf797196826fad1b564087a25"",""REC:14548a5576464ab8526e513e3907503b40628578b78a3db7081a11d1eea11544"",""REC:14ba74929325a74b492c8eb92ba2ba07f272156ddf2e142e4eb614b0421a9a2d"",""REC:1773a40e202a51e19c7a1f9f2adb68592de730675843f4836d201a5672afd69e"",""REC:1f985724e1c75d0a17244793df18f4c3505690e367d4cf2a1299e95bf0e18661"",""REC:23bafe9560abad9a5e0b730a5084edb761c1a379eb392536e25a40060dd0a7d0"",""REC:244162a2e0124b39235a8a0df973a095b43565b7ce65b537ab7b92e2985474b1"",""REC:2babb09750eb6340b2429e28234bae8355a7f9864acb60677ff23f0534e51d8f"",""REC:31104edb880a1835d59f2248481b68a379576132489e61d9161c1fc1d5f0fa46"",""REC:3128e6efd859161cda9b589361669383a2d70b66db1e51526844349317e77388"",""REC:31f5c9826e80e67acbc3d2ec55930832d3beede2f29834af2b1063a50aaefafd"",""REC:337e1c7f8571370a95337ff74fb768da04faa54c437f371d2e97b172f21407e2"",""REC:34487880ebdf115d1bba6af03cbac6f862c22e0761db64a861c9e4c218eac21a"",""REC:3a75f73eb2cbf3f39b12d149cd79f02f1e558083040f9e36269e4dd4e60932b8"",""REC:3c4320c5db31e9ea2798bf8e6f50953a1a020bd27c81aa1374ccb7c80b795614"",""REC:4114e2c4da68a41b986b66207036c5dcf4c0bb147d0c39df48344a6f7968e290"",""REC:447ea0d009b59266497e50b3d8477077ffd0c874d61f42bc053d1c61146d1811"",""REC:454a285b79f8b9c378301a5a747e0d5de084080e0e3e2fc4aa680696431846a7"",""REC:462e548d451a6898224ed4501a85d6f615bb6f89487061ed2de55c145728a192"",""REC:4c9d92190582ab5b585511214735bdc9706a88d14042d2b16ee5ef1bd41733d6"",""REC:4d8d6afa645a5451d8368476a47f0801da35ba27bfc626230089a2c2d522ee98"",""REC:50bdd579a13c71c90a115ad90c0e14ed853bd4a4360c5f309153f7ce1913418b"",""REC:51883ce2b00776dfd8b980e0122d590f0294b582367ccdbd36dced71e9a2c6d1"",""REC:53e6e3f36ba20ec6924cbef9e033db8e122b69a380ec97db52fa5aecd6e80fd6"",""REC:54a9cdc62d0bb0e3e38cec5c84b3f19ddba2e52de0a944da02eed4b6bda4899d"",""REC:5ac5b5233d34d734d4aee0f2bda83f3154f5541c60b9145e65373a97552ef964"",""REC:5ad587106fdd1875954a92db1776ddcd9f030995b151577d0cff7af66f4be038"",""REC:5add6954bf4916480afa1f622cd0e91446d21f3ab0e8c7941e49d02ec892f962"",""REC:5b64bbd34e72203d062dc470874d68cdce4899a8e7cbcfce65967ae510a9e8e5"",""REC:5bc058860bb9ad15bf753f4821899317f5160366ce74271adca1ba4e7a3b36a0"",""REC:5cd176d9379bb46daed28546e4d1c2822feda316445035f1f3b9a57bfa8f451d"",""REC:6642b2f9d0277caf34d1c7bfefdc38b9d8c940a52dbeeedf575df7edf121b2d0"",""REC:688db35a43af025feb1571295bc3cdf409d94cb777dc9f1b2ee99a8991dc11b8"",""REC:6a7e61ea9938d80d0a655fcf09b32b2082c30c52bc2ad6b4d6077043c0dbcf76"",""REC:6b70dbcd40deeee695c2421a6a929fad9ad6fca8789db78d980ea4cde5d84cb0"",""REC:6f07f235e3d5ff9d56aa75f4482fc23068bdc86e38f338b6c922d1bda8fd0197"",""REC:7066d9680f23b2f769b085b4e18ec60a5468ee499ca113a3fdd8728f556c48f6"",""REC:73244b754e02baac1bcd0e6e64d5fc01f2d3e5d53379bc136495324e12f9f160"",""REC:78c46767fbf5b013787ea5bc10ad8547503fe5ce0b241e0fe67a3aa647b49096"",""REC:79bb0783131017c12bf3e1a533ccb06d66852e541b8e17f35f68f9f5415c5c3d"",""REC:7fe41018b957f94bad3f32da9f4f427dc71e1b91bde897d355f7d2a086181140"",""REC:84a5246db8992ba7e0c86970868d7d39c509c20046efc777e5f56276ca08b45b"",""REC:86c842bc63a6db96fbc0aa7f826b877aa277431cdee4ce67a52f5a4876dc561d"",""REC:8858f208f7cb79b57e9d905503e153fa98f5c2f0607fccc6ff21e804e04c7645"",""REC:8ad8f8353e747498b9aa4c807d26fa86144163a14417bf1fb85a27af8efc711f"",""REC:8deee99927da94ad9768c08a31637572fcbb8819fda0041d595a2df9c1c2968d"",""REC:8e1bdef084faa12b693daa7cf2444930b1a897bed5bacd8c3bc6fa0b63df2c21"",""REC:8e57f1cb9832c3b8a63ca9d74180265e723515572e67c3c7e36ea83c72edef7d"",""REC:9202d64722e4fa5cfac3522df2aac8b25cb8c80c257697d21c1f5a24a441994c"",""REC:926098bf830704f1beec49923f602a9d6dbe3588b7dbf1dfc9d0fec21848e0a1"",""REC:939b826a14c9d0dba12143188e747bba1fdaf00ebc231d7d91929259804ccea9"",""REC:94c2fb43516893ebc1fec917b84d3eb97ec502bd0ef557331d0acdc482e5fae9"",""REC:973da6f61ef151de4ecb36ad293d75b5574af3334c85b4fd1b0d0413e920c22d"",""REC:9d2c2e5acbd07ad4363087058dc61fa0da9ef451a6a710374eeb6a5fb197f6bb"",""REC:9f24f52d1d57e6d46e3438dc1e5b837e510fd8b5e00b0fdd85fcd0bd606b3d6c"",""REC:a1c095b90ea6a7ecd9013963d217f1749a425bfdb3c96f92e188fbf6889b3322"",""REC:a37345f4af78d8ce2d34a6ab72b4a50aadaa9f854ad07e83089525f3e715c30a"",""REC:aa5cb02dddbc667a4e149ad2a39b37509eb051c8de7025360c5c2d7ad7c46fed"",""REC:ab190bf6b4891ff48f6037a87db71c01a1c601279375f3c5a207edf1d29e1cae"",""REC:ad1ea595d7afbcd4226c6d4039bfc7f41d2235139a9b91eea4e4c9d0e290263c"",""REC:aeeff7203f7a65267bdd24d517deceeea367a5f78a68b7f98c7734c4a9e0e2d8"",""REC:b60250fee1dfc5b0b3ce871221d9610c88a0239aa9adb446f8fdb8be2a6b4095"",""REC:b7b17f51db56e605d7533c42cc4bdc74b1837445f1a51ccbadceb9fd2288429d"",""REC:ba1cc71a4da4b4e0ad929f81249ef691053ef98c165a38aa70f1a12c4de3258f"",""REC:bba8f8143eb597a20358624dfdda2107749228e4e8a91f7fe6c4cf834240dbf0"",""REC:be686b77fe744afc3984bad419c4291c64ffa85edfff2d54e8406b884133af03"",""REC:c0a61aeb6d21ea0e2dbb045688f924e871b43f49d77b96a6b27ce01b4e877551"",""REC:c1cff9e37e2c1a0506285eb6104f98ef765f4a44d549364ff68efbe72de0990f"",""REC:c58c1066f89d68764e9f33daf886419aaa99561c83e8d51e1ad216684983b053"",""REC:c58cfae9d0cdb4a65190675d626ea7791932e3de81f2328720a736fa8bb8cb7b"",""REC:c6651e7d9ba5c4fca043328d3791f47e5bbfc5075e1aadc0cf08f1309841f218"",""REC:c8b88b96fd55f1e42f2cb936f6c17cfc1673aa61637aaf5b76c8df2a65095474"",""REC:c9ac6039ebcef5bd00da71db0d5ffde12dee4998bb565b1033b0624cbafc6faf"",""REC:d33d97cbbfd0c448bc7787c4700f5189e697ef5be2f2b436ceefc9c0ae66ec94"",""REC:d69648943ee56d12bc47cd26bbf3187a0de08628ea9b4384ef4d56a9c9533efe"",""REC:d6b411691cba903ccd29015fb0e49039da69ee50904deef05c71da863604c9d3"",""REC:e8b539597512823eec44e830bf68cc7d58536599a5703cc0df1613ec3ae342f8"",""REC:ed2d35157e9b1f7ef47e106fead2f2f749d0f38e0e1c820515b2ca2cb43d7a16"",""REC:ef595344e5e0eb5ddbf95bce208734f6c02c5a9656f7b6c172925b370e895813"",""REC:ef92055251b12bed2e1f24240bc85feb3388fb3a206f5ae7244065e0afea07cb"",""REC:f20cdcc93543032fd60b20343e1f5899bdd1a380ee09654e2cf3860764d556ff"",""REC:f378e0d7d6f5e99b1b4efdc3945ec08ebc6148844f2084e24708438688992afd"",""REC:f5dae707b1efb84490d116e45293e933ee12a3162d399d47ace0c5e237e7d873"",""REC:fa42d0d093c1607b49b7c40fc120830ae9660cb7a7d09efa64bc736a98ca92ce"",""REC:fb389b03e64894312045dc49c1451f8c309008351a6a2f1a6918341758a29856""]",automatic_resolved,assign_positive,1,明确阳性记录数更多且差值大于 10，按规则标记为阳性
CMP:CEHDRGBLVBQUPH-UHFFFAOYSA-N,external,20,1,"[""REC:15268ab555924d33ad05679cb33def3cc713d8b91c0566666a5d1ee39f6b673a"",""REC:1a2dd389999117443cf6c986cfdbec9a1047e9f85be4afe6546b1a507b65926c"",""REC:1bb095c0d7d7aba2dc23c88bd4a9e0f96f8d78106d2fb28d90a78b5c9dd5d1f5"",""REC:1f10502081afd45fa34c3f0389591ee7315aee377b249e3b8ed6e1bcb9991d34"",""REC:2cf9a2c343236df5138012d2d7c311a4646a5b59659e7f6a5f47c31381a8cbe4"",""REC:30ca187ad8abe203600c4e8f377ef9d9e9740a8dc4332a99754aa8d6142150ea"",""REC:3453f542508feae55a6c3472786af7ffef2c50d723401a0eaca46661390f95a0"",""REC:647f151a33b40dc54b14f4b1d14c7fdf9a35f628da36cbd56099c6c03f84a1e7"",""REC:6970bc07fb39e3ac13693c0b5553a965a9dcfc706e49054e5307ce00c8f18533"",""REC:702ab4298db0f9ace5fb934f94216307d3bae60ae26e80031e216a9e4e30285a"",""REC:83881d7027f7ff82f7a9d3ee05cc93556b5e8fa3c260182e29174e21d1bb3484"",""REC:8d101dc56e67aac86b47e3acbb629ec5fa7d9a515a343eb70c6786556bc017d5"",""REC:95d165d051dd60d5cce7fb6485495e8c72936a62ad71e4d05dc06af4bce0c7df"",""REC:9c4ca0af6da81f4eadf961e8c2f148a397fe2d150cdc462549c25b59c2bfc697"",""REC:a67dc764293bd56f76be8740e600b6152ed4df9d16ed24eb880738115c1ed6d4"",""REC:aee8c995420539cd817755a60602809ff85ef1ce3aa90a5c96dae118e4e374d1"",""REC:af060cc9bb483e25963f197ba223047480073d7ffc431d84c82c04c71e94e935"",""REC:c6012e4730e241407dd99e7f68a57653e108ea051fb90fc8856cb43b3dbf67a1"",""REC:d47d9ed995d1df8bf9948f34816939aeb3202bebb6aa0da53300ddfb10209df4"",""REC:dc9c0a3edfafa5ffe1dc3e0894c18ae009fb9362167256ce6ed68aa9f4723c6e"",""REC:e60733ca7686b50fa6ec7914d8bfa1e09992b2dc34d3477231d77533beffb990"",""REC:eda2c2a93c53cec4beebc0b717c877e5611393af3c9e22eb92e31e0de53675a2"",""REC:f880608605c34d592e42660f015a662313e20e98142714ab1f58932293a523ff"",""REC:fa6b033cc5f1bb6fde7f23bb355edceafe0fdfc0938ed7cd6910ea6201523751""]",automatic_resolved,assign_positive,1,明确阳性记录数更多且差值大于 10，按规则标记为阳性
CMP:CFBYEGUGFPZCNF-UHFFFAOYSA-N,external,3,2,"[""REC:30c84fa927daf7f42a0cbf1b2fee3e862b4eabc3bad84c3603abab98e41ece2b"",""REC:778f22b740f817cf9e140bb0eb4f4e6136329abc78a4343cde563cdf1b167ce8"",""REC:a22195a9168e7c3f0afd3f3821a29c7daf9afaa1bdaa695ace51c9d4a19a5b14"",""REC:a65c6eb40d49a85c38cd089027cc43e548a34e7e5542abbcda17e5d8ca846ef8"",""REC:c646edc555b69af3fc51f6515aa70e1c6b7a98526ea5d53281323dbd16405206""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
CMP:CFRFHWQYWJMEJN-UHFFFAOYSA-N,external,4,1,"[""REC:41c3acdc746482e8c1c5061f181c1b2fc15026854be4a253fd7bf7bc878fcb0b"",""REC:55a26fefd5efd8892d360b4fab5a59ae4878a201f989f626b99bfdbc7c807a92"",""REC:b6273b9ebc4d83b83ed75740c27c74cc4e739e69925d75e7328a73195a821f58"",""REC:c8e6168dde46120011688d274be022d3c4a0d921594501cfd579f6becae56385"",""REC:e782629d7a11d6125bcbcb27f126abbc804b888de36dd877edc1b7de45b043fd""]",automatic_exclude,exclude_total_count_le_10,,明确阳性与明确阴性记录总数不超过 10，按规则排除
