record_key,source_dataset,source_record_id,exclusion_reason
REC:7478699b5607916212b7538d3217bde5264bc3519f5bcbd7b8b8df873c6a12d7,ccris,7067:no_carcinogenicity,无致癌性试验记录
REC:3465fb20eb46b13b4147adaa4a3e4df7b357ef6d927ffdfcbd28e514e027fa7a,ccris,7068:no_carcinogenicity,无致癌性试验记录
REC:987d3e8f7bb2f2899252b9c2f635937b54a26ce92a030632bc362ebbed41f080,ccris,7069:no_carcinogenicity,无致癌性试验记录
REC:2cefd310e268c4ecf5ef150800d8e9fe2df35808ec80818a6d708beee1da512f,ccris,7070:no_carcinogenicity,无致癌性试验记录
REC:503ae7c1154caa9fe644e943c697cb978c8ae1cd12d96e9438643a435bac987c,ccris,7071:no_carcinogenicity,无致癌性试验记录
REC:becdecbde63c4603134c13d0b9c4408d66909b1303765d766dbfa394f78ba1ae,ccris,707:no_carcinogenicity,无致癌性试验记录
REC:9a810f7b042ff5917ce7fc3f7d738f1713e680dbf80c8ee11ca828d2ca0532cb,ccris,7080:cstu:1,no_standardized_key
REC:9a810f7b042ff5917ce7fc3f7d738f1713e680dbf80c8ee11ca828d2ca0532cb,ccris,7080:cstu:1,多个有机片段混合物
REC:badd3b8b5bb34bdae1d79614f4f369ecbb41219fd5af3057c1050b8094ce9516,ccris,7080:cstu:2,no_standardized_key
REC:badd3b8b5bb34bdae1d79614f4f369ecbb41219fd5af3057c1050b8094ce9516,ccris,7080:cstu:2,多个有机片段混合物
REC:e4241d63abbf1b32053f9dd1b7fa8bbd1eb0676038eaaf019d3ed9838a1d2982,ccris,7081:cstu:1,no_standardized_key
REC:e4241d63abbf1b32053f9dd1b7fa8bbd1eb0676038eaaf019d3ed9838a1d2982,ccris,7081:cstu:1,来源结构状态不可接受：unresolved
REC:d20912cc162776bc3c8110c5b46fbd8f3c7cb81e0af563610d46e24fc5b75530,ccris,7081:cstu:2,no_standardized_key
REC:d20912cc162776bc3c8110c5b46fbd8f3c7cb81e0af563610d46e24fc5b75530,ccris,7081:cstu:2,来源结构状态不可接受：unresolved
REC:2ddfc1ef50d0373094d8d4cb2cbe697158fabbe133f9954ac08917e6858f9dc1,ccris,7086:no_carcinogenicity,no_standardized_key
REC:2ddfc1ef50d0373094d8d4cb2cbe697158fabbe133f9954ac08917e6858f9dc1,ccris,7086:no_carcinogenicity,无含碳有机片段
REC:2ddfc1ef50d0373094d8d4cb2cbe697158fabbe133f9954ac08917e6858f9dc1,ccris,7086:no_carcinogenicity,无致癌性试验记录
REC:4f117ea5c8d7b1a92ac228dd2207a95546d408de3b2e733bc6ede4a0f175000a,ccris,7087:no_carcinogenicity,无致癌性试验记录
REC:a73b257b34565b6147c6dfbd1b3a5d2da73da998a57888f68f3c95095c0a9784,ccris,7088:no_carcinogenicity,无致癌性试验记录
REC:3d6b00756e44a70bfee84eec13c0c3279bbf16c4cce31788a2be05246accc09b,ccris,7089:no_carcinogenicity,无致癌性试验记录
REC:43824f462018e5c0e388cc86c80cf014bbe78f4b2a042d5cc031e31fbcf806ad,ccris,708:cstu:1,no_standardized_key
REC:43824f462018e5c0e388cc86c80cf014bbe78f4b2a042d5cc031e31fbcf806ad,ccris,708:cstu:1,无含碳有机片段
REC:a19d281df3a4a2d225d139b8ce079938f6ba4da1daafaa6d64877c56f29c4838,ccris,708:cstu:2,no_standardized_key
REC:a19d281df3a4a2d225d139b8ce079938f6ba4da1daafaa6d64877c56f29c4838,ccris,708:cstu:2,无含碳有机片段
REC:d3d58bae7360d8ecb141f44312b19f6ab4b8bf1b6ec30db144a2912e2cad0bd6,ccris,7090:no_carcinogenicity,无致癌性试验记录
REC:5b404995612f825b4a3be4cefaaa91da967e6801484d4a8565c080c86f0ebdf7,ccris,7091:no_carcinogenicity,无致癌性试验记录
REC:ac315a4ec03163ea25bb9ae872bc44034506d5c42f26465b42e14e4c03aeb0d3,ccris,7092:no_carcinogenicity,no_standardized_key
REC:ac315a4ec03163ea25bb9ae872bc44034506d5c42f26465b42e14e4c03aeb0d3,ccris,7092:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:ac315a4ec03163ea25bb9ae872bc44034506d5c42f26465b42e14e4c03aeb0d3,ccris,7092:no_carcinogenicity,无致癌性试验记录
REC:26734299c30090af35aa8ec338b4c0c037787578eac987b225d1f44c06f9502a,ccris,7094:no_carcinogenicity,no_standardized_key
REC:26734299c30090af35aa8ec338b4c0c037787578eac987b225d1f44c06f9502a,ccris,7094:no_carcinogenicity,多个有机片段混合物
REC:26734299c30090af35aa8ec338b4c0c037787578eac987b225d1f44c06f9502a,ccris,7094:no_carcinogenicity,无致癌性试验记录
REC:abbebcdc6bd23b6dc250e7931f2fab8891325517d83baf761fdc3bcee8ad330c,ccris,7095:no_carcinogenicity,no_standardized_key
REC:abbebcdc6bd23b6dc250e7931f2fab8891325517d83baf761fdc3bcee8ad330c,ccris,7095:no_carcinogenicity,无致癌性试验记录
REC:abbebcdc6bd23b6dc250e7931f2fab8891325517d83baf761fdc3bcee8ad330c,ccris,7095:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:512d850af18c50a33744bee03331cf557730f7588e6a04cbc1a846da9a067606,ccris,7096:no_carcinogenicity,无致癌性试验记录
REC:cd8aa9b71ff7bc02d0b7f32c536f0d8477a3eec15699e937a4e9f7114be5b920,ccris,7097:no_carcinogenicity,无致癌性试验记录
REC:a3695405ad8b542f78b1a182e9703221cdcb31c72538fed5c6c160edb4044386,ccris,7098:no_carcinogenicity,无致癌性试验记录
REC:7463dadc90d06bb8c4ea97b0f73c0091f40ea49d6db053aadc3981036adada6d,ccris,7099:no_carcinogenicity,无致癌性试验记录
REC:92e88ec8dff1836c9264e57c6dc4f05a8632e016136088c15ba48a182455d1d0,ccris,709:no_carcinogenicity,无致癌性试验记录
REC:76f78bc838824dc54fd4390eb8932c48d7c8ac49c9ce24cd7349fe1c4595323c,ccris,7100:no_carcinogenicity,无致癌性试验记录
REC:b0ce0249e81ea75f6508d10454f8e6449dc6763cde8afc27ac35d14e0a3d0d9d,ccris,7101:no_carcinogenicity,无致癌性试验记录
REC:b0b9f8fc7ce0171b09cbc6e5934c37bf45e19b6caad3525e4d5d015efcc68ede,ccris,7102:no_carcinogenicity,无致癌性试验记录
REC:556585ecb87bd2f577e9b00139e6db7cd8e8f26d14d43bda204bc7023aa85d5e,ccris,7103:no_carcinogenicity,无致癌性试验记录
REC:18e2138bed0f7c49218454ed740253aec97eb205b328af8d0e98ee2b114a4a38,ccris,7104:no_carcinogenicity,无致癌性试验记录
REC:438849b0b6a2d70f423e5f3c49767e7f847b93b559c94d5b19f68ad351dc2c75,ccris,7105:no_carcinogenicity,无致癌性试验记录
REC:8f40fddf070ddb6d7bed61e42ce2007f8549ca526ecf1d101c14de33fd931de4,ccris,7106:no_carcinogenicity,无致癌性试验记录
REC:2bfc7603bb9b744aa50e4c5babff105cf51dcb7f41845cb490a9f2db969d8d2d,ccris,7107:no_carcinogenicity,无致癌性试验记录
REC:221fc8d91b015b646cee1681bf8651caa9a746e285d6498075e20247f2cbbcef,ccris,7108:no_carcinogenicity,无致癌性试验记录
REC:7748f4d00ea4e0aa03c2d9d1e75d81e1dd3f0c7e868f02eec4fe2599c2ec7e0c,ccris,7109:no_carcinogenicity,无致癌性试验记录
REC:d88bbe24756c5fad0796f8e42e0d54255017a0c28b0a47b2ab752711d0377d68,ccris,710:no_carcinogenicity,无致癌性试验记录
REC:424b04396f06c78d2af52695243d3e1ae62f431d2d113f37bc12df7596284cea,ccris,7110:no_carcinogenicity,no_standardized_key
REC:424b04396f06c78d2af52695243d3e1ae62f431d2d113f37bc12df7596284cea,ccris,7110:no_carcinogenicity,无含碳有机片段
REC:424b04396f06c78d2af52695243d3e1ae62f431d2d113f37bc12df7596284cea,ccris,7110:no_carcinogenicity,无致癌性试验记录
REC:c42fd315f3289f9aadcad815bddea1672b38042e83b65968d4e3fc63c857fee1,ccris,7111:no_carcinogenicity,无致癌性试验记录
REC:bb2a7ba4b9d47aaa505c258f054bd3fb5c51d5af88b60ac572b8845d42d812a8,ccris,7112:no_carcinogenicity,无致癌性试验记录
REC:7f3863b2f0efae025ac93a2fcc3820a2b54d84c83ec49f30156d4b1cae5633e7,ccris,7113:no_carcinogenicity,无致癌性试验记录
REC:c0e7758708a1233d9cec180e3526b2c9f0a7b5722bda37d8e687a0a1e981ff5a,ccris,7114:no_carcinogenicity,无致癌性试验记录
REC:56b102aca7c7d52861aa7feb97062bed68476322059b60b32897eeefa8acc2c0,ccris,7115:no_carcinogenicity,无致癌性试验记录
REC:ae6ad6fcb320d381a244dbf6058fb21630aaad128cb4cd8737392a8232ef4547,ccris,7116:no_carcinogenicity,无致癌性试验记录
REC:7361fe2298c6450f403d7530fea5edc56f6d7f07926c78a0b76b78893930a4ae,ccris,7117:no_carcinogenicity,无致癌性试验记录
REC:3dac6507a9c767070fe6b1625b7c19f7acf8f8ed6ba1d5f4cb008ea0322697c5,ccris,7118:no_carcinogenicity,无致癌性试验记录
REC:a77b41bd863f61b7cce998849ee743aae32cf484b6ade827a96d5e644ebdd522,ccris,7119:no_carcinogenicity,no_standardized_key
REC:a77b41bd863f61b7cce998849ee743aae32cf484b6ade827a96d5e644ebdd522,ccris,7119:no_carcinogenicity,无致癌性试验记录
REC:a77b41bd863f61b7cce998849ee743aae32cf484b6ade827a96d5e644ebdd522,ccris,7119:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:cd9a45e7c2529f0db7d35e8865c47249353f950d9b806d9554af34f326b8dbb3,ccris,711:no_carcinogenicity,无致癌性试验记录
REC:c4225cfd0c42c5bae8c423bd43851882a43b5c641e471d16c14fbf883b4c2827,ccris,7120:no_carcinogenicity,no_standardized_key
REC:c4225cfd0c42c5bae8c423bd43851882a43b5c641e471d16c14fbf883b4c2827,ccris,7120:no_carcinogenicity,无致癌性试验记录
REC:c4225cfd0c42c5bae8c423bd43851882a43b5c641e471d16c14fbf883b4c2827,ccris,7120:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:62c8c804824724a284313a7eeb709e087fab774de6811790adcd416dd283ff3a,ccris,7121:no_carcinogenicity,no_standardized_key
REC:62c8c804824724a284313a7eeb709e087fab774de6811790adcd416dd283ff3a,ccris,7121:no_carcinogenicity,无致癌性试验记录
REC:62c8c804824724a284313a7eeb709e087fab774de6811790adcd416dd283ff3a,ccris,7121:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:c437776d5c78175102a7bf62204acaf4a4776b129217142bea72b4f3617ec85d,ccris,7122:no_carcinogenicity,无致癌性试验记录
REC:f54b25463b342e4e076d0a84d599e2f524ac7c3a4c26e5315396efec6febee10,ccris,7123:no_carcinogenicity,无致癌性试验记录
REC:99ce16952685096e41e2fdfec8dc9e6ebeb9ea257e023da95a5a0b762fd3d647,ccris,7124:no_carcinogenicity,无致癌性试验记录
REC:5f36a1b8fb4a8b5a84b55d18da218e40ed93fb4a69f4dcedd9c6ff80702b8bf2,ccris,7125:no_carcinogenicity,无致癌性试验记录
REC:f34d9d1c08f5820ab76f26318160afcfd5229286dbde8302035fcd2c121b52aa,ccris,7126:no_carcinogenicity,no_standardized_key
REC:f34d9d1c08f5820ab76f26318160afcfd5229286dbde8302035fcd2c121b52aa,ccris,7126:no_carcinogenicity,无致癌性试验记录
REC:f34d9d1c08f5820ab76f26318160afcfd5229286dbde8302035fcd2c121b52aa,ccris,7126:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:c01b27b1bfe71162ba9cd953f353ad7719818febea90071f483f583815d82b22,ccris,7127:no_carcinogenicity,无致癌性试验记录
REC:ad6ec711e9e8848bcfd52aa937a2ad54d52d0d8e14b86f47e3832dc257990a71,ccris,7128:no_carcinogenicity,无致癌性试验记录
REC:e038ddd6eea9501113bcd60bd20c18d227e36745784a092801a8d5a3a37b0005,ccris,7129:no_carcinogenicity,无致癌性试验记录
REC:989e35158d19013d2bf2e752237dd2b202203e2755a3446cd271132ca2b6cbc9,ccris,712:no_carcinogenicity,无致癌性试验记录
REC:06a9ba9328a7fc22a7f123c3d0a85ee1213bfda3d5077dd0f13ec7169c0ce14c,ccris,7130:no_carcinogenicity,无致癌性试验记录
REC:7bb607c6813147a346bfa6a2663d209622b0f297b4e0d1da181e062b50f71d93,ccris,7131:no_carcinogenicity,无致癌性试验记录
REC:09ef07d328bde72a04ef031e4a670026f45c187d2bb426158d02e8a864112e7a,ccris,7132:no_carcinogenicity,无致癌性试验记录
REC:b40a08b78b64016c814e2bd0e87863a08eb54ee661cafd382f699b054f663585,ccris,7133:no_carcinogenicity,no_standardized_key
REC:b40a08b78b64016c814e2bd0e87863a08eb54ee661cafd382f699b054f663585,ccris,7133:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:b40a08b78b64016c814e2bd0e87863a08eb54ee661cafd382f699b054f663585,ccris,7133:no_carcinogenicity,无致癌性试验记录
REC:4c1278ab55285732f2a208abcb3baa2ad3f33f47e505ad4e7b65b07804904f53,ccris,7134:no_carcinogenicity,无致癌性试验记录
REC:a60e46a681eccf13e7e0c4945efe8d4c8a952af426422eee564e5d66f358870c,ccris,7135:no_carcinogenicity,无致癌性试验记录
REC:300388e3a4f7cba6e9cc2967323ff68c33f7a5387d254f71952bb8ad9bb9651d,ccris,7136:no_carcinogenicity,no_standardized_key
REC:300388e3a4f7cba6e9cc2967323ff68c33f7a5387d254f71952bb8ad9bb9651d,ccris,7136:no_carcinogenicity,无致癌性试验记录
REC:300388e3a4f7cba6e9cc2967323ff68c33f7a5387d254f71952bb8ad9bb9651d,ccris,7136:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:a3db3aaf409dece05d48463acd109c70d6bbf0b4b71ddca49561cd0a53e36e2f,ccris,7137:no_carcinogenicity,no_standardized_key
REC:a3db3aaf409dece05d48463acd109c70d6bbf0b4b71ddca49561cd0a53e36e2f,ccris,7137:no_carcinogenicity,无致癌性试验记录
REC:a3db3aaf409dece05d48463acd109c70d6bbf0b4b71ddca49561cd0a53e36e2f,ccris,7137:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:c98ae8e2ceb17881f9b515f6f70b95702c9c716e949c1286588997b66ef6051a,ccris,7138:no_carcinogenicity,无致癌性试验记录
REC:17c51fc77c4a9ef3d15f3dfd355e0f0f0a3e75d03c37ded24964a127b20470ea,ccris,7139:no_carcinogenicity,无致癌性试验记录
REC:a02264cab6237256c0e35a6fd5b82615517a0a3ad95cb28f444c56bef2267f61,ccris,713:no_carcinogenicity,无致癌性试验记录
REC:7d37d13405f1c5ed118998afcddf53b8369c56c57ad6b6ce39b25857206fc637,ccris,7140:no_carcinogenicity,无致癌性试验记录
REC:f680915c1de5a172839ed7bcdcd0ab02560bfca3b4f3a02c3534d74395890d25,ccris,7141:no_carcinogenicity,无致癌性试验记录
REC:09790564e9933fe891c1256daeec9b475cdc468a6920751ab0cc63980a0185a9,ccris,7142:no_carcinogenicity,no_standardized_key
REC:09790564e9933fe891c1256daeec9b475cdc468a6920751ab0cc63980a0185a9,ccris,7142:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:09790564e9933fe891c1256daeec9b475cdc468a6920751ab0cc63980a0185a9,ccris,7142:no_carcinogenicity,无致癌性试验记录
REC:3beaef5a3848de13cfbe06de437a5a16c99ae981598125735b2657c289d650ac,ccris,7143:no_carcinogenicity,no_standardized_key
REC:3beaef5a3848de13cfbe06de437a5a16c99ae981598125735b2657c289d650ac,ccris,7143:no_carcinogenicity,存在中性共组分，按混合物、溶剂化物或加合物排除
REC:3beaef5a3848de13cfbe06de437a5a16c99ae981598125735b2657c289d650ac,ccris,7143:no_carcinogenicity,无致癌性试验记录
REC:6abd8331f1fa808d07200e68b370d7929d3915d382adda519c0fada5fca151f9,ccris,7145:no_carcinogenicity,无致癌性试验记录
REC:0fdecc1e76f78d21486a48bea1d975f0f0a739ae5fbb77175c0aaa29be3d235f,ccris,7146:no_carcinogenicity,no_standardized_key
REC:0fdecc1e76f78d21486a48bea1d975f0f0a739ae5fbb77175c0aaa29be3d235f,ccris,7146:no_carcinogenicity,无致癌性试验记录
REC:0fdecc1e76f78d21486a48bea1d975f0f0a739ae5fbb77175c0aaa29be3d235f,ccris,7146:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:73c89aee03fae1f0a13e3527845c4503aae0d8e0542b6199dc5d8b7a71ede7bf,ccris,7147:no_carcinogenicity,无致癌性试验记录
REC:a1d31485f96e0bfb1b8cd686f0aef6b1f63a2bb107726b451d9e109a84479621,ccris,7148:no_carcinogenicity,无致癌性试验记录
REC:701df6a723e314accb59d0963f51ccca7173afd58a80197617256164538cca0b,ccris,7149:no_carcinogenicity,无致癌性试验记录
REC:09ac8dbf9c860f4f91331a5f0257a754e0de4cf399c41f99eeda4154c99e6cd0,ccris,714:no_carcinogenicity,无致癌性试验记录
REC:e7d1cd63a3a4ebf8b6385b15b1f9e714da5a096cba9fea539e23f0ee6e8bbba7,ccris,7150:no_carcinogenicity,无致癌性试验记录
REC:8491ef532373a0a82fa985e343fe134cfe15b3463c762a72668a59bd2ffc81b5,ccris,7151:no_carcinogenicity,无致癌性试验记录
REC:82fed2859a5004b7dbfacefd2027422b94c9a994ca8aceb9df7704a988ad7f32,ccris,7152:no_carcinogenicity,无致癌性试验记录
REC:0ac57564033c010039d361c07db036559823322aa57b8ca24a3da8e616e2aedf,ccris,7153:no_carcinogenicity,无致癌性试验记录
REC:811809d9f16d64e9161c724f732ceed4a27b96bc18c7c4d3d2c74b3d000850ae,ccris,7154:no_carcinogenicity,无致癌性试验记录
REC:e9951aa1b06671ab8e679a2fa53a5198c22867385b960ee09a039a1f03e58c77,ccris,7155:no_carcinogenicity,无致癌性试验记录
REC:a86d1da6d4cd0690a8ccc4c732077a1ab1338e4bf40a49010d0072f260232ffa,ccris,7156:no_carcinogenicity,无致癌性试验记录
REC:902759dcd8f4e7224da978a5ee6eb74d0c2161d9ec681c72bee30533bc80df30,ccris,7157:no_carcinogenicity,无致癌性试验记录
REC:49dd81463041d6f6b5aa6436cb0ef4cd652aba4abf19a1e25d150aa9e2b15d75,ccris,7159:no_carcinogenicity,无致癌性试验记录
REC:55c5948e8035cd167e463762d03137b77a6f79294e71e194c91d10ff04e52772,ccris,715:no_carcinogenicity,无致癌性试验记录
REC:f3b991c9b7dd5adf101fb54d70cbfd8bc8a0e1d847a67a255e66796c34120346,ccris,7160:no_carcinogenicity,无致癌性试验记录
REC:3d244f1b8c1eb253d4232767e1d116be205a3b692b3b8bc22c508fc0984bd383,ccris,7161:no_carcinogenicity,无致癌性试验记录
REC:2f4c3ea17b8e79e2a81458af0ba7b9bb9a15d69a4881201e0a2ec1b39582f55e,ccris,7162:no_carcinogenicity,无致癌性试验记录
REC:63f1b257a392bfc0178fc9bcccc3b4cd7df2d7b10fc41352f0151cbac683b1d8,ccris,7164:no_carcinogenicity,no_standardized_key
REC:63f1b257a392bfc0178fc9bcccc3b4cd7df2d7b10fc41352f0151cbac683b1d8,ccris,7164:no_carcinogenicity,无致癌性试验记录
REC:63f1b257a392bfc0178fc9bcccc3b4cd7df2d7b10fc41352f0151cbac683b1d8,ccris,7164:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:fc131ea8362dfe6f8f625e8b0134d54f5ae3ede941d9903cb8ba4cc20d640e8a,ccris,7165:no_carcinogenicity,无致癌性试验记录
REC:7609059f2722fbfc0db56dbdae37126f5a35e62382d3a01b0a452a98f1fa3b7a,ccris,7166:no_carcinogenicity,无致癌性试验记录
REC:7a0bab20b7010edcd6173316ac4159d74ca34506af9900f037a285e82e7536de,ccris,7167:no_carcinogenicity,无致癌性试验记录
REC:14872663b84ef964ac42776c8ce445afc0aff398069e4c989f63774c6ec64b2e,ccris,7168:no_carcinogenicity,无致癌性试验记录
REC:154acdfe1fa95b1d03ee8d937846fb0fa58e1f4b5210d9ee513f6a89f4fa9bc0,ccris,7169:no_carcinogenicity,无致癌性试验记录
REC:1478eaf1baecc9805d95175410eb894f09a3bc77eabdf3f7e8046c1966321376,ccris,7170:no_carcinogenicity,无致癌性试验记录
REC:1ddf4a568d7ca1273d2a12213b25e99698ee14a7cda9cc12c92f6698f73e6410,ccris,7171:no_carcinogenicity,无致癌性试验记录
REC:fa16bdacdaf7eb48034512dd06f948d9d56d631ed3ca289f0f73cb2258e2919d,ccris,7172:no_carcinogenicity,无致癌性试验记录
REC:3cebaab0e3dd4f878e62844d8211663da83d2e5add7b5de8bfe2845b5ea490a2,ccris,7173:no_carcinogenicity,无致癌性试验记录
REC:3b2b6cd1bbd3467227b77c4feb503a7c66e8d38142b0732ccb3615dc1532c689,ccris,7174:no_carcinogenicity,无致癌性试验记录
REC:ba98cfae29fbfd0d01f24c919a7a7f467779d2f83679dfee2dbfd26f61071e0a,ccris,7175:no_carcinogenicity,无致癌性试验记录
REC:32aed8e28d6985f087d512ad538b1a84d061719ed384a931857896befcac924a,ccris,7176:no_carcinogenicity,无致癌性试验记录
REC:c3c0ade6c43529bd6ade2ae039dd56837389b91d2631fc60e65461d03fec9d19,ccris,7177:no_carcinogenicity,no_standardized_key
REC:c3c0ade6c43529bd6ade2ae039dd56837389b91d2631fc60e65461d03fec9d19,ccris,7177:no_carcinogenicity,无致癌性试验记录
REC:c3c0ade6c43529bd6ade2ae039dd56837389b91d2631fc60e65461d03fec9d19,ccris,7177:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:43999724ed3e907a58cb1628811377e4dc36fc5bac0316c48e276cfa2d4e5300,ccris,7178:no_carcinogenicity,no_standardized_key
REC:43999724ed3e907a58cb1628811377e4dc36fc5bac0316c48e276cfa2d4e5300,ccris,7178:no_carcinogenicity,无致癌性试验记录
REC:43999724ed3e907a58cb1628811377e4dc36fc5bac0316c48e276cfa2d4e5300,ccris,7178:no_carcinogenicity,来源结构状态不可接受：unresolved
REC:f2a8acaa7e26bb5b4a60386488b6923b343ccba9b554b99b1d9e1048e69c59c3,ccris,7179:cstu:1,no_standardized_key
REC:f2a8acaa7e26bb5b4a60386488b6923b343ccba9b554b99b1d9e1048e69c59c3,ccris,7179:cstu:1,来源结构状态不可接受：unresolved
REC:863ab40488e20c26c15567f9898e95f1e79bb1b2f3f63bbdfe0cb5e722dd1897,ccris,717:no_carcinogenicity,无致癌性试验记录
REC:f433a2a94f166aa64b6f88a184666e96330875c98c49cd1bd19c537edf1ed321,ccris,7180:no_carcinogenicity,no_standardized_key
REC:f433a2a94f166aa64b6f88a184666e96330875c98c49cd1bd19c537edf1ed321,ccris,7180:no_carcinogenicity,多个有机片段混合物
REC:f433a2a94f166aa64b6f88a184666e96330875c98c49cd1bd19c537edf1ed321,ccris,7180:no_carcinogenicity,无致癌性试验记录
REC:c9887bea49bc60897ed4c4805d879d16d53ea90b8648893e98e2c75dffde706f,ccris,7181:no_carcinogenicity,no_standardized_key
REC:c9887bea49bc60897ed4c4805d879d16d53ea90b8648893e98e2c75dffde706f,ccris,7181:no_carcinogenicity,多个有机片段混合物
REC:c9887bea49bc60897ed4c4805d879d16d53ea90b8648893e98e2c75dffde706f,ccris,7181:no_carcinogenicity,无致癌性试验记录
REC:53af0202a9a9d9fc7929ae15f99e31d8bd36a33af1f2e536216e50c530e25717,ccris,7182:no_carcinogenicity,no_standardized_key
REC:53af0202a9a9d9fc7929ae15f99e31d8bd36a33af1f2e536216e50c530e25717,ccris,7182:no_carcinogenicity,多个有机片段混合物
REC:53af0202a9a9d9fc7929ae15f99e31d8bd36a33af1f2e536216e50c530e25717,ccris,7182:no_carcinogenicity,无致癌性试验记录
REC:b45c8878d97a0665ed5431d6755acc27789fe6db223c247c017f77507d933793,ccris,7183:no_carcinogenicity,no_standardized_key
REC:b45c8878d97a0665ed5431d6755acc27789fe6db223c247c017f77507d933793,ccris,7183:no_carcinogenicity,多个有机片段混合物
REC:b45c8878d97a0665ed5431d6755acc27789fe6db223c247c017f77507d933793,ccris,7183:no_carcinogenicity,无致癌性试验记录
REC:e7fbb73577a0dbdbc33f74291bd6f403540a2dc90c6555f255509019949058d7,ccris,7184:no_carcinogenicity,no_standardized_key
REC:e7fbb73577a0dbdbc33f74291bd6f403540a2dc90c6555f255509019949058d7,ccris,7184:no_carcinogenicity,多个有机片段混合物
REC:e7fbb73577a0dbdbc33f74291bd6f403540a2dc90c6555f255509019949058d7,ccris,7184:no_carcinogenicity,无致癌性试验记录
REC:d1f9a4c3986302deb3b62e31e681b72200e230529a6c571c43f25075b8ea79c5,ccris,7185:no_carcinogenicity,no_standardized_key
REC:d1f9a4c3986302deb3b62e31e681b72200e230529a6c571c43f25075b8ea79c5,ccris,7185:no_carcinogenicity,多个有机片段混合物
REC:d1f9a4c3986302deb3b62e31e681b72200e230529a6c571c43f25075b8ea79c5,ccris,7185:no_carcinogenicity,无致癌性试验记录
REC:d22b1d41e22683432ba0107cd0e5d782964ef6f22d68cbe8222e448c6f5eb956,ccris,7186:no_carcinogenicity,no_standardized_key
REC:d22b1d41e22683432ba0107cd0e5d782964ef6f22d68cbe8222e448c6f5eb956,ccris,7186:no_carcinogenicity,多个有机片段混合物
REC:d22b1d41e22683432ba0107cd0e5d782964ef6f22d68cbe8222e448c6f5eb956,ccris,7186:no_carcinogenicity,无致癌性试验记录
REC:0c1673587a392860a88f389b7704e8047a4cf59915f0efd28bdad70eebffe6bf,ccris,7187:no_carcinogenicity,no_standardized_key
REC:0c1673587a392860a88f389b7704e8047a4cf59915f0efd28bdad70eebffe6bf,ccris,7187:no_carcinogenicity,多个有机片段混合物
REC:0c1673587a392860a88f389b7704e8047a4cf59915f0efd28bdad70eebffe6bf,ccris,7187:no_carcinogenicity,无致癌性试验记录
REC:482c7af9f495d94f45a80284815a57b5f08e24f003ff38a3837a0071b4433e65,ccris,7188:no_carcinogenicity,no_standardized_key
REC:482c7af9f495d94f45a80284815a57b5f08e24f003ff38a3837a0071b4433e65,ccris,7188:no_carcinogenicity,多个有机片段混合物
REC:482c7af9f495d94f45a80284815a57b5f08e24f003ff38a3837a0071b4433e65,ccris,7188:no_carcinogenicity,无致癌性试验记录
REC:6edf03357a12ce79c523cd50b325891a63deebe972fe1de801e0c9f6706410a8,ccris,7189:no_carcinogenicity,no_standardized_key
REC:6edf03357a12ce79c523cd50b325891a63deebe972fe1de801e0c9f6706410a8,ccris,7189:no_carcinogenicity,多个有机片段混合物
REC:6edf03357a12ce79c523cd50b325891a63deebe972fe1de801e0c9f6706410a8,ccris,7189:no_carcinogenicity,无致癌性试验记录
REC:f59384eb20bf64fccb9ca2d2054993bd144e2b7ade11fc4af43ccbffb619fd56,ccris,718:no_carcinogenicity,无致癌性试验记录
REC:5b8c034f38411a09c0a63bb027a09ac9c4f1e50f21772a68a4706bd2b7b22954,ccris,7190:no_carcinogenicity,no_standardized_key
REC:5b8c034f38411a09c0a63bb027a09ac9c4f1e50f21772a68a4706bd2b7b22954,ccris,7190:no_carcinogenicity,多个有机片段混合物
REC:5b8c034f38411a09c0a63bb027a09ac9c4f1e50f21772a68a4706bd2b7b22954,ccris,7190:no_carcinogenicity,无致癌性试验记录
REC:ba4c360e90647529567b16ff1597f235c028a15979bc963a98abfd9358656bb1,ccris,7191:no_carcinogenicity,no_standardized_key
REC:ba4c360e90647529567b16ff1597f235c028a15979bc963a98abfd9358656bb1,ccris,7191:no_carcinogenicity,多个有机片段混合物
REC:ba4c360e90647529567b16ff1597f235c028a15979bc963a98abfd9358656bb1,ccris,7191:no_carcinogenicity,无致癌性试验记录
REC:ede8fb5b2e4eb3cd8f7c230eff45a787a0b31c8b6005fa4de39d767f3bfc79af,ccris,7192:no_carcinogenicity,无致癌性试验记录
