connectivity_key,contribution_type,contributor_id,source_dataset
IMSSROKUHAOUJS,excluded_record_component,REC:42def22b956424cef1cafb384790a6e6eaaf8e19f89bfa060d4157feb950dd38,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:48285c23cb686408a6a7a56842f58b6761fd54fdf4d29d884cbbc312eca35e9c,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:4ce3399a1e215684d21be3141221528a88a5bd0f4ad4a4cde2db6f9b0f140d88,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:5d23864efab3705a40ecba258c67d51a7e1138fb72ea551b1eca25bf0c52220f,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:7d052f1011ee2f06f669ae3e8c03d8f483712e1f060557d8f41f786bc4bac898,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:823fd32063de8d4e75dae0cd54313a2765624da0a432e90051136e10a5459d0e,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:87bfbc3d67894805bd0e9cf919d0f5ac72d0ee9e5429dd34ec7e4b3a9fa20106,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:8a1383bb6be6e163dfd1e90f3af6f940b260175dab8d64e0fe101b25b43478c4,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:9315a40a8cbb0334267820b6f5788b9062e683fb20a8c177bb1d153021c4ee5d,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:97c701337ccfb67f2bfa8d1f79ce514e43938c8b5141eeea6c66819853946038,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:afdf7e9fe0bc83c53469aac7d2ba7fde755b1660fb84d33e847117f99d83903c,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:bab08d60a434c00eb219d3d0b9342f3a88550af5188d27f824cd54d8481f7ae7,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:c27804256e62c5b01b43571d771dde3d71b16affd21264e2dd06227304d9eaab,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:c4a0b0432215f0c18f634b2224405835b747f2f022ebc615cd78d06e037b62b5,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:cc8795b8ddcee7bbf43d13586e3a0ba8a4ccbc97d794fff33fe178d273902b06,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:cca7fe091d5d6338b688057f25d21b89dcb239752918a58b23c89396d82aa9d5,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:ccd10ef9b8153351b1cf36bba88e46a31f8a5beb77cee32c1671cf78c2311adf,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:ce62ad719bc3236b9e8b7b4d7e7f703397fcfbc386544070bedf538204e59936,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:d8d28a9b67fcc9a3946c6b025fee6185ccde07265c2569a834a75cccd29e4068,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:db79b5ee5252ca3a98037d3dca43ee83a8162cdfddb620958124609bb8b4ee10,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:dff135cf4fc8112438de8daf7c84e07a5f2caac917798d0d494f8c17adf743fb,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:e42979e9233756c4dfe7d23884f9162559eecfad4ec2b23e578bdf1d688c2453,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:e836f3e7bf3735c564f0e88a416af50984b785b9d3deb49dad814b0118bd2aef,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:e97897ac22fe0e2b42e2b6706c29974e58a09e18fa812c9b0f4355c87d02bebf,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:ee7e963fce536b6be575084505a91a254f2b9400aae2c2ee6fba37d973b08dce,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:f3552eeff7282e86cc72c685eefad1a35ffc330159c67431b9da3ff71644a269,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:f627eb2f4f34a0bd79cb4e859f4682364c172150fd5e4def4554dd8c77059a46,cpdb
IMSSROKUHAOUJS,excluded_record_component,REC:fe6d470d94cbbc62d157ad2712a3a28bfb42f92b7d469dd18999b6d8b5073df6,cpdb
INFDPOAKFNIJBF,compound_role,CMP:INFDPOAKFNIJBF-UHFFFAOYSA-N,iris
INISTDXBRIBGOC,compound_role,CMP:INISTDXBRIBGOC-UHFFFAOYSA-N,iris
INLLPKCGLOXCIV,compound_role,CMP:INLLPKCGLOXCIV-UHFFFAOYSA-N,cpdb
INLLPKCGLOXCIV,compound_role,CMP:INLLPKCGLOXCIV-UHFFFAOYSA-N,iris
INQOMBQAUSQDDS,compound_role,CMP:INQOMBQAUSQDDS-UHFFFAOYSA-N,iris
IOEPXYJOHIZYGQ,compound_role,CMP:IOEPXYJOHIZYGQ-UHFFFAOYSA-N,cpdb
IOOMXAQUNPWDLL,compound_role,CMP:IOOMXAQUNPWDLL-UHFFFAOYSA-N,cpdb
IOUNQDKNJZEDEP,compound_role,CMP:IOUNQDKNJZEDEP-UHFFFAOYSA-N,iris
IPEHBUMCGVEMRF,compound_role,CMP:IPEHBUMCGVEMRF-UHFFFAOYSA-N,cpdb
IQVNEKKDSLOHHK,compound_role,CMP:IQVNEKKDSLOHHK-UHFFFAOYSA-N,iris
IRIAEXORFWYRCZ,compound_role,CMP:IRIAEXORFWYRCZ-UHFFFAOYSA-N,cpdb
IRIAEXORFWYRCZ,compound_role,CMP:IRIAEXORFWYRCZ-UHFFFAOYSA-N,iris
IROINLKCQGIITA,compound_role,CMP:IROINLKCQGIITA-UHFFFAOYSA-N,iris
IRPXADUBAQAOKL,compound_role,CMP:IRPXADUBAQAOKL-UHFFFAOYSA-N,cpdb
IRYJRGCIQBGHIV,compound_role,CMP:IRYJRGCIQBGHIV-UHFFFAOYSA-N,cpdb
ISAKRJDGNUQOIC,compound_role,CMP:ISAKRJDGNUQOIC-UHFFFAOYSA-N,cpdb
ISAOCJYIOMOJEB,compound_role,CMP:ISAOCJYIOMOJEB-UHFFFAOYSA-N,cpdb
ISCYHXYLVTWDJT,excluded_record_component,REC:80084ce86e5e6a2df1d35bc9f28b594a1889dd75753c553dc4c3c2e60b6505b9,cpdb
ISCYHXYLVTWDJT,excluded_record_component,REC:af67f1ccdd525d60d40ccb4b58c7d49d0322d183365f968777c41998297024df,cpdb
ISCYHXYLVTWDJT,excluded_record_component,REC:e821569b9cd12f0b6fdac431e7eed566a2fd0a249ea90729959220e5e55d52b3,cpdb
ISEUFVQQFVOBCY,compound_role,CMP:ISEUFVQQFVOBCY-UHFFFAOYSA-N,iris
ISPYQTSUDJAMAB,compound_role,CMP:ISPYQTSUDJAMAB-UHFFFAOYSA-N,iris
ISRUGXGCCGIOQO,compound_role,CMP:ISRUGXGCCGIOQO-UHFFFAOYSA-N,iris
ISWSIDIOOBJBQZ,compound_role,CMP:ISWSIDIOOBJBQZ-UHFFFAOYSA-N,cpdb
ISWSIDIOOBJBQZ,compound_role,CMP:ISWSIDIOOBJBQZ-UHFFFAOYSA-N,iris
IUQLCQSKKGSTBR,compound_role,CMP:IUQLCQSKKGSTBR-UHFFFAOYSA-N,cpdb
IVEXWRHLJIZLHF,compound_role,CMP:IVEXWRHLJIZLHF-UHFFFAOYSA-N,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:031b737ef3cbd90986636a3a5da34d57d8921873d41d56420d48d64c59eec579,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:078b7d6a276a4fc4f6a77ff5be94b08ae74b3ef6e323e4acb83d7bcd655e4184,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:2a9ee0cd8dc57343620491ccd5baf3e99cb2200a195fa76582f9b8203f53a816,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:2e741ff96c3fce12824d6be86875c33af05c94f883cf67e890fa71195c785f1f,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:352b0cfded892dcd6e272df25b71bcaa2546e52d0e6cd027eaf7995823fa0c94,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:393a0c0e8fb436a47a7dbde96f1163ca4fe3a07438c3475d15a43ca9c4b1173f,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:46a0d5ea62a0de26f35e7f77190caa4842af62f398e060dad21cfa22101b1f32,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:551264faa11add77d0f01018882def62064b6de90a5e83fa4ef46b24bfa771f4,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:5bb10d2302046f1919b7b842cefb19089c8e02b092f9d172e6998f6ed2733452,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:969b9591214ae6004f3c0deac2f1acb8f2d1897d265f5dccc8e7633aad941ef2,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:96e6af7791f7f46f29f929dceae72e1a775f194deb05bc0c9ec982910d0ff6d0,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:97260c6c62ce4f9fdb342aeb07c2945ea75ac2254dbf4ae44f50843e0e122cd5,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:a81e7ea6cf5f74b02dd51cc6c3e8ada74db35d2b2e22bf8d6a8b432ba6f148b6,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:ab4d7ff60b638d812d6f16e00aebaaadbe18bdbe84b37502be51a55c61de721f,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:cb8bb46627db463c2f66a883ee1ba310cc72326000e5f65880ea7e1aae514c94,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:df4bbf031c7a60ef938041e69f6058f9057eb2a07e59b69004c20b83b33d173c,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:e3fdb8b6eb1d743106425cae5716689918b0826a9b0656f835a34f55e8bded77,cpdb
IVLCGFRPPGNALI,excluded_record_component,REC:f534b5155d0632cc5c787f7b4a8d175f6b131b0ed71686cdf6b88ad831d77c4e,cpdb
IVSZLXZYQVIEFR,compound_role,CMP:IVSZLXZYQVIEFR-UHFFFAOYSA-N,cpdb
IWDCLRJOBJJRNH,compound_role,CMP:IWDCLRJOBJJRNH-UHFFFAOYSA-N,iris
IWEDIXLBFLAXBO,compound_role,CMP:IWEDIXLBFLAXBO-UHFFFAOYSA-N,iris
IWWWBRIIGAXLCJ,compound_role,CMP:IWWWBRIIGAXLCJ-UHFFFAOYSA-N,cpdb
IWYRWIUNAVNFPE,compound_role,CMP:IWYRWIUNAVNFPE-UHFFFAOYSA-N,cpdb
IWYRWIUNAVNFPE,compound_role,CMP:IWYRWIUNAVNFPE-UHFFFAOYSA-N,iris
IXHBTMCLRNMKHZ,excluded_record_component,REC:038d3500546edb313d1fcb9ee5648ef2b853a62b3d8e56b04dbb428a1e3d533d,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:1e6f391d725892788aee8726cdf0db1db1e622e16c53b348c315d9d5a67000a6,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:37dda86ce2457e19f93e1dcb17b47c7815635c11dfef219a243e8ab385771f1f,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:3cda0e46452e87fc5f38d815d40c4a1453eeb7451fbbfc28d6b67f1fe7e4b885,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:4ca280fbd8a4317879c8516dc8d278f0499d4b7f961cf9b8b8bd2cdf7dc36325,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:52554b943775b41adbcc6bc0ecc7ebac732995083ac5c9cd6bab7f80126e51ac,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:5984db048e2adfbb63235c638de631e98caaf55495cd707db5be6fd4661746b1,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:6063e754d0a403b0da4854665ff8ce7a3d22b4f23bac42958cd72e49c0a4dd6a,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:64a02281a02f2afbf8217e3180d210ef3fbbeb069ef21a51d6a3cdf76a6f399a,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:67abf5fddfdfae8c450eca45e687c0517a2e92181cca77eeeb5375d7831a73cc,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:7a314c5799d39892c49dbab53ee295b85fd10451a9d6a4ec2031ed3b19375cf1,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:9b27a7a690786bf8db8f728e4765e21eca9fdcafeea67f6dca3266296dacefbd,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:a9a0933b72707efe03908320b004813c0ffaad24b219520b5d208bac88676da6,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:a9b1e73302bae5dbe4ab4a025d379e370df2856ce457750ca67bf13332d5bea2,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:c7c8da54a9a9e275505fc0765b3cffbc89f2109612df4bf4cd866c45397dd7eb,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:d28817fea765b129898761ff44e4c4db64dced2768f225ccc2d8f920706a3df7,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:d3b29b77abd1e6309433bb8465befa9dfe4c327da962d838c4f52c6c65e4010c,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:d7057541befe9ab28f6b472bfb1ea5f8e67abcaa4441e46c8e4a0ebc9bb1acfe,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:d88845b4fc92e8bef47d61e3a230c2a49c4eae8c1b9e5fab0e60f2b0e9096b71,cpdb
IXHBTMCLRNMKHZ,excluded_record_component,REC:f816884ee277549d4ef8fa036732cb37ed1e61a16e0c9c33c512a0f30fe6b68b,cpdb
IXORZMNAPKEEDV,compound_role,CMP:IXORZMNAPKEEDV-OBDJNFEBSA-N,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:19398509f57e6f119ea64890d0459a5b8e33b584946c1b40c30ba7e74ddc183c,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:2120b147a2bd293ee1edcbd2ead7632476585e7237b138a94f8accf3c1d1463d,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:28419953bb9aa7370696e2c592d1ddbc9b0a951f37eecea6f6e58ac20bec34de,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:303fa9af72637fbb5684dc61f88aaecb39faa466f8f1a08fbad4dae45112a7b1,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:32ebe226b9322846285706beff11fd10075ef53c5662deedf6e7bf394d8a2609,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:4b51900d90e4e488feb8f4a3baaa382c9a0ce7dd3d4f5a80949a91e416f87e0d,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:50c883932f79615c2fcc13b120f3b27ad8284aa3748449a723093bb0e15379fa,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:53acc3f84c0924e4cc589824e8e4d8bd24688927ee69eaf56ec50a0e0c783283,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:54ee6a1e8276bb110e2680f277a8bd413e412715cd801cc8dc1f0a2e7b216816,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:57eb3ee8eae01a57f0918a4664c80751aa5bf26a9d3f4d5012247451b413a11b,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:7a1a10c011705e08bd42601ad614d7ec8f503f7a17ed84e7c0583db1b8d289b7,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:7d3bd1d3adb458e7d543e4b0f7fc4035f693d5e6332b10ee4ece8073878742f5,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:8228d6c82765b1c53057f63f6c7187446f6cb55e27346dcd42dcdfc877f9066c,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:83294be2c7b7f81998162f443094e2f76854e67a3a0adc11b808ac1b9a3af96c,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:8e6cc2a689852bfdeabf11f0ffa20870649fa4a581107bb36ab1980d0f7cf512,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:9aa7f7f3c74ecb4b7eee2bc722202931edab7cce9ac97b2a04e3cb9714ca5c38,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:b3c06b6c2828bef3f22656aedcefb1dca469b6c64ca5be64120410c4ec91ed60,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:cd041a972c1ef119f8547592ff0439dea8376077a56e3a3e1ee4ad8a9b8e221b,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:e529cefec41ff1eeb5678fd36cf6868eeb7c5958b5a35243a26b6231e6cdb90d,cpdb
IYHIFXGFKVJNBB,excluded_record_component,REC:eaa80153a69fd5043af3f640abc3b69bd7ae89410d833d1d9f63e56f930452c3,cpdb
IYKVLICPFCEZOF,compound_role,CMP:IYKVLICPFCEZOF-UHFFFAOYSA-N,iris
IYRMWMYZSQPJKC,compound_role,CMP:IYRMWMYZSQPJKC-UHFFFAOYSA-N,cpdb
IZJDOKYDEWTZSO,compound_role,CMP:IZJDOKYDEWTZSO-UHFFFAOYSA-N,cpdb
IZPWYVQTUVBMCO,compound_role,CMP:IZPWYVQTUVBMCO-UHFFFAOYSA-N,cpdb
IZUKQUVSCNEFMJ,compound_role,CMP:IZUKQUVSCNEFMJ-UHFFFAOYSA-N,iris
IZUPBVBPLAPZRR,compound_role,CMP:IZUPBVBPLAPZRR-UHFFFAOYSA-N,cpdb
IZUPBVBPLAPZRR,compound_role,CMP:IZUPBVBPLAPZRR-UHFFFAOYSA-N,iris
JAEZSIYNWDWMMN,compound_role,CMP:JAEZSIYNWDWMMN-UHFFFAOYSA-N,cpdb
JBIJLHTVPXGSAM,compound_role,CMP:JBIJLHTVPXGSAM-UHFFFAOYSA-N,cpdb
JBKVHLHDHHXQEQ,compound_role,CMP:JBKVHLHDHHXQEQ-UHFFFAOYSA-N,cpdb
JBKVHLHDHHXQEQ,compound_role,CMP:JBKVHLHDHHXQEQ-UHFFFAOYSA-N,iris
JCKYGMPEJWAADB,compound_role,CMP:JCKYGMPEJWAADB-UHFFFAOYSA-N,cpdb
JCYPECIVGRXBMO,compound_role,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,cpdb
JDSHMPZPIAZGSV,compound_role,CMP:JDSHMPZPIAZGSV-UHFFFAOYSA-N,cpdb
JDUYPUMQALQRCN,compound_role,CMP:JDUYPUMQALQRCN-UHFFFAOYSA-N,iris
JFIOVJDNOJYLKP,compound_role,CMP:JFIOVJDNOJYLKP-UHFFFAOYSA-N,cpdb
JHBKHLUZVFWLAG,compound_role,CMP:JHBKHLUZVFWLAG-UHFFFAOYSA-N,iris
JHIVVAPYMSGYDF,compound_role,CMP:JHIVVAPYMSGYDF-UHFFFAOYSA-N,cpdb
JHIVVAPYMSGYDF,compound_role,CMP:JHIVVAPYMSGYDF-UHFFFAOYSA-N,iris
JIGUQPWFLRLWPJ,compound_role,CMP:JIGUQPWFLRLWPJ-UHFFFAOYSA-N,cpdb
JIOUJVPLJOQUFD,compound_role,CMP:JIOUJVPLJOQUFD-UHFFFAOYSA-N,cpdb
JIWAGFGPBKDFQN,compound_role,CMP:JIWAGFGPBKDFQN-UHFFFAOYSA-N,cpdb
JJNZXLAFIPKXIG,compound_role,CMP:JJNZXLAFIPKXIG-UHFFFAOYSA-N,cpdb
JJYPMNFTHPTTDI,compound_role,CMP:JJYPMNFTHPTTDI-UHFFFAOYSA-N,cpdb
JLBJTVDPSNHSKJ,compound_role,CMP:JLBJTVDPSNHSKJ-UHFFFAOYSA-N,cpdb
JLPULHDHAOZNQI,compound_role,CMP:JLPULHDHAOZNQI-ZTIMHPMXSA-N,cpdb
JLQUFIHWVLZVTJ,compound_role,CMP:JLQUFIHWVLZVTJ-UHFFFAOYSA-N,iris
JLRGJRBPOGGCBT,compound_role,CMP:JLRGJRBPOGGCBT-UHFFFAOYSA-N,cpdb
JLTDJTHDQAWBAV,compound_role,CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N,cpdb
JLTDJTHDQAWBAV,compound_role,CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N,iris
JLYXXMFPNIAWKQ,compound_role,CMP:JLYXXMFPNIAWKQ-UHFFFAOYSA-N,cpdb
JLYXXMFPNIAWKQ,compound_role,CMP:JLYXXMFPNIAWKQ-UHFFFAOYSA-N,iris
JMANVNJQNLATNU,compound_role,CMP:JMANVNJQNLATNU-UHFFFAOYSA-N,iris
JMANVNJQNLATNU,excluded_record_component,REC:0aae3f8f0cec4de7df513a565bb4d6f118061d1b08a62866417386a3823e5a27,iris
JMEVHYCNAPFOAB,compound_role,CMP:JMEVHYCNAPFOAB-UHFFFAOYSA-N,cpdb
JNRLEMMIVRBKJE,compound_role,CMP:JNRLEMMIVRBKJE-UHFFFAOYSA-N,cpdb
JNRLEMMIVRBKJE,compound_role,CMP:JNRLEMMIVRBKJE-UHFFFAOYSA-N,iris
JNTNNUXPPZAEFD,compound_role,CMP:JNTNNUXPPZAEFD-UHFFFAOYSA-N,cpdb
JNVGBRQYZHTBTP,compound_role,CMP:JNVGBRQYZHTBTP-UHFFFAOYSA-N,cpdb
JOATXPAWOHTVSZ,compound_role,CMP:JOATXPAWOHTVSZ-UHFFFAOYSA-N,cpdb
JORMZLCKCZMVJM,compound_role,CMP:JORMZLCKCZMVJM-UHFFFAOYSA-N,cpdb
JOYRKODLDBILNP,compound_role,CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,cpdb
JOYRKODLDBILNP,compound_role,CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,iris
JPBFRFFNPXMVOJ,compound_role,CMP:JPBFRFFNPXMVOJ-SNAWJCMRSA-N,cpdb
JPGQOUSTVILISH,compound_role,CMP:JPGQOUSTVILISH-UHFFFAOYSA-N,cpdb
JPIYZTWMUGTEHX,excluded_record_component,REC:0e3a9b99ad59f10a28074784c3c100bd25b9fc742377cbd17fc2577ae1bea6c3,cpdb
JPIYZTWMUGTEHX,excluded_record_component,REC:4760e644852a484cfe9f41dd8db4a9de9eae4c00bc7120d515542a97c6bfb9e4,cpdb
JPIYZTWMUGTEHX,excluded_record_component,REC:8f825be865102f6f0adba8d7d2a76440ac3acf1bd1323b2b7a18c055619666ad,cpdb
JPIYZTWMUGTEHX,excluded_record_component,REC:b0872f1256a3732608d7fbd65cf715058e9411776929992378d163005fffd0f4,cpdb
JPIYZTWMUGTEHX,excluded_record_component,REC:fda8bc558b078dc8172dd02ebd62a1b8c998ea06a6aff6bcab570f2010fb1fc1,cpdb
JPOXNPPZZKNXOV,compound_role,CMP:JPOXNPPZZKNXOV-UHFFFAOYSA-N,iris
JQPBCNVLZQUNCT,compound_role,CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N,cpdb
JQUKCPUPFALELS,compound_role,CMP:JQUKCPUPFALELS-UHFFFAOYSA-N,cpdb
JQXXHWHPUNPDRT,compound_role,CMP:JQXXHWHPUNPDRT-ISGDJQTPSA-N,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:00807f85b7cb8b70da35c7a70b1c43b5a964f76a1066056514dac40d375d12a1,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:01bc3645b39a87a5768ef8e79518a7605d0ec5c6e2ecf43387c96694fd23db89,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:04529b596f2ae61a92c281966b27d9aa0df3062a20c45f3c5168f3524ad85943,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:08de2ee65b338b0bffc3021f684f130eadff493d40e074b76aede44ef5f1cf10,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:0cfd8c20165ea31d2947c265280be6b5dbf9f6b3219537e39f22500375e43d8c,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:0de36d0fd5c1a65417fbaab78158397b229d7c49d5c933c805c1a055bfab33d9,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:0f0201a396cbfa4e80d5b8150248cc4ab46ab17b5049ce96aa8634c215328a6b,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:1047053fbfd30c787f784dbfd6d85448b11d1e8cbb598c8c4b6bb3c10abedc8a,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:223f767a332ea61fdbb86b38c778ee5d5ba04b976cec67c7dba7b4c1cfc65c3f,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:251ebd4f47de0e25d8c89df2cf4b2cf14336a99219a406e91c830ac9f36bb8ba,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2a6344dcb1fc97544052d623fe563dbbecc2bfa6361aa608b931abe366c5b503,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2ad206c7906549277ee4398eac661da39ba626ae65e44c18f888fc585738cac1,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2c692d7d11e69506c98388126a0bfe5fda22bfb1ff80ad9d72afdc0b5f61ede6,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2ca9755a3754120de130dd12e158fa8cdd341e64c061f82015c20dd4f360190e,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2f1e53d5ccc2070ca9c666d7b78a4df04ee2c764d8c8b5f7133a2613cff022a4,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:2f729925c9db053513a1f4be63c5ecf6a952284b08b63aa038a467707b53f125,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:31b2411c58aca23583e29202fd82cfc2acc5a3bdf4b69fcd634214934ce2d0f7,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:33249348108f256d683a8b8fd31804428ee46c9c87af27d86f7dd10a6a094c50,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:3414521c411ccf4ee8a9c746148fd6f6e066227b2bdb02326e2820cf3f0523d8,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:34191a11503da38d183c66779d30a87d7425031e27ef8dc866e5b0f5b5217578,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:349da02bedf5f629d0e5dbcf3b4138899a2445d3543c44255c4bfa55c5abb1b6,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:39d805155b1da87e2e66ce8980ecc9972ced7a19262597218681ec58456592a1,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:3b986ea58991da2e653255817eed572e0134d282f3995f8563f478fc1e41ce4e,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:3c09f8e785636ba993118c0aeab587acd209b841a877f0d1421ea55c7b308cf4,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:3d5e1f72ac7ae0fcfecb9ecbf6fc61824b241404a8bb336c3a280e031d1afea6,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:447a54c6249478668a61328ab64ccfc6cad71cc112ae93dd9bfc8362ccebb5ad,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:4f70bc9ee3b2737574a5f7fbbfc309e8c804b3aaac62a2ec97b5c1cf79ad9170,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:506535ee1a2cbbae171549fd959cab5b58073032272d50b11760430ef23d1074,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:54e3b6e4d4882bf014c15250fe17ef4ad289125bf1fbad25c98c43ec292df1fd,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:59ec223a813a2e3bfdb2322a9d6c652f40783cff548c37d54309935cf7316177,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:5acb408ad4450518713c52b0f5662757fad665ec88e5d5a0856675d62604145f,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:5c827aed56a930597457762e2664dd26c227f7307d81cbaa7bd82d0ece2e6383,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:62591a57a8dc46569abba37329b9484e8248983f1b438f1d5ade171227d205ec,cpdb
JRBJSXQPQWSCCF,excluded_record_component,REC:6577bcc00811f00c92692ac35e7471727a40b61f75411e514a69098d5c152e04,cpdb
