compound_id,dataset_role,source,source_record_id,casrn,name,raw_smiles,canonical_smiles,parent_smiles,standard_inchikey,connectivity_key,murcko_scaffold,label_raw,label_binary,label_category,label_candidate,label_confidence,endpoint,species,route,reference,rdkit_mol_ok,standardization_notes,formal_charge_before,formal_charge_after,uncharging_applied,residual_charge,tautomer_standardized,clear_positive_records,clear_negative_records,uncertain_records,nonclear_disagreement,external_overlap,label_evidence_json,full_inchikey_overlap,connectivity_overlap,overlap_reason
EXTERNAL:ACGUYXCXAPNIKK-UHFFFAOYSA-N,external,ccris,"[""331:cstu:1"", ""331:cstu:2""]",70-30-4,HEXACHLOROPHENE,Clc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)cc1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ACGUYXCXAPNIKK,c1ccc(Cc2ccccc2)cc1,"[""NEGATIVE""]",0,negative,negative,high,carcinogenicity,RAT,ORAL,"[""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-40 Y78]""]",True,,[0],0,False,False,False,0,2,0,False,True,"[{""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""331:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""331:cstu:2""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AEOCXXJPGCBFJA-UHFFFAOYSA-N,external,ccris,"[""287:cstu:1"", ""287:cstu:2"", ""287:cstu:3"", ""287:cstu:4"", ""287:cstu:5""]",536-33-4,ETHIONAMIDE,S=C(N)c1cc(CC)ncc1,CCc1cc(C(N)=S)ccn1,CCc1cc(C(N)=S)ccn1,AEOCXXJPGCBFJA-UHFFFAOYSA-N,AEOCXXJPGCBFJA,c1ccncc1,"[""NEGATIVE"", ""POSITIVE""]",,conflict,,none,carcinogenicity,MOUSE|RAT,ORAL,"[""[IARC MONOGRAPHS ON THE EVALUATION OF THE CARCINOGENIC RISK OF CHEMICALS TO HUMANS, INTERNATIONAL AGENCY FOR RESEARCH ON CANCER, LYON, FRANCE, p. V13 83 Y77]"", ""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-46 Y78]""]",True,,[0],0,False,False,False,1,4,0,False,True,"[{""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""287:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""287:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""287:cstu:3""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""287:cstu:4""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""287:cstu:5""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AFLXUQUGROGEFA-UHFFFAOYSA-N,external,ccris,"[""449:cstu:1"", ""449:cstu:2""]",126-85-2,NITROGEN MUSTARD N-OXIDE,ClCC[N+]([O-])(CCCl)C,C[N+]([O-])(CCCl)CCCl,C[N+]([O-])(CCCl)CCCl,AFLXUQUGROGEFA-UHFFFAOYSA-N,AFLXUQUGROGEFA,,"[""POSITIVE""]",1,positive,positive,high,carcinogenicity,MOUSE|RAT,INTRAVENOUS|SUBCUTANEOUS,"[""[IARC MONOGRAPHS ON THE EVALUATION OF THE CARCINOGENIC RISK OF CHEMICALS TO HUMANS, INTERNATIONAL AGENCY FOR RESEARCH ON CANCER, LYON, FRANCE, p. V9 209 Y75]""]",True,,[0],0,False,False,False,2,0,0,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""449:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""449:cstu:2""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AGRCPNMCOXLKFO-BDVNFPICSA-N,external,ccris,"[""562:cstu:1"", ""562:cstu:2"", ""562:cstu:3"", ""562:cstu:4"", ""562:cstu:5"", ""562:cstu:6""]",18883-66-4,STREPTOZOTOCIN,O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(=O)N(N=O)C)C=O,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,AGRCPNMCOXLKFO-BDVNFPICSA-N,AGRCPNMCOXLKFO,,"[""POSITIVE""]",1,positive,positive,high,carcinogenicity,HAMSTER|MOUSE|RAT,"INTRAPERITONEAL|INTRAPERITONEAL, INTRAVENOUS|INTRAVENOUS","[""[IARC MONOGRAPHS ON THE EVALUATION OF THE CARCINOGENIC RISK OF CHEMICALS TO HUMANS, INTERNATIONAL AGENCY FOR RESEARCH ON CANCER, LYON, FRANCE, p. V4 221 Y74][IARC MONOGRAPHS ON THE EVALUATION OF THE CARCINOGENIC RISK OF CHEMICALS TO HUMANS, INTERNATIONAL AGENCY FOR RESEARCH ON CANCER, LYON, FRANCE, p. V17 337 Y78]"", ""[IWASE,M, NUNOI,K, SADOSHIMA,S, KIKUCHI,M AND FUJISHIMA,M; LIVER, KIDNEY, AND ISLET CELL TUMORS IN SPONTANEOUSLY HYPERTENSIVE AND NORMOTENSIVE RATS TREATED NEONATALLY WITH STREPTOZOTOCIN; TOHOKU J. EXP. MED. 159(2):83-90, 1989]""]",True,,[0],0,False,False,False,6,0,0,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:3""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:4""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:5""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""562:cstu:6""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AHJKRLASYNVKDZ-UHFFFAOYSA-N,external,ccris,"[""573:cstu:1"", ""573:cstu:2"", ""573:cstu:3"", ""573:cstu:4"", ""573:cstu:5""]",72-54-8,"P,P'-TDE",ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,AHJKRLASYNVKDZ-UHFFFAOYSA-N,AHJKRLASYNVKDZ,c1ccc(Cc2ccccc2)cc1,"[""EQUIVOCAL"", ""NEGATIVE"", ""POSITIVE""]",,conflict,,none,carcinogenicity,MOUSE|RAT,ORAL,"[""[IARC MONOGRAPHS ON THE EVALUATION OF THE CARCINOGENIC RISK OF CHEMICALS TO HUMANS, INTERNATIONAL AGENCY FOR RESEARCH ON CANCER, LYON, FRANCE, p. V5 83 Y74]"", ""[NCI/NTP CARCINOGENESIS TECHNICAL REPORT SERIES; NATIONAL CANCER INSTITUTE/NATIONAL TOXICOLOGY PROGRAM; U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, TR-131 Y78]""]",True,,[0],0,False,False,False,1,3,1,False,True,"[{""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""573:cstu:1""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""573:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""573:cstu:3""}, {""label_candidate"": ""negative"", ""label_category"": ""negative"", ""label_confidence"": ""high"", ""label_raw"": ""NEGATIVE"", ""label_reason"": ""明确阴性白名单"", ""source"": ""ccris"", ""source_record_id"": ""573:cstu:4""}, {""label_candidate"": """", ""label_category"": ""uncertain"", ""label_confidence"": ""none"", ""label_raw"": ""EQUIVOCAL"", ""label_reason"": ""带限制性描述的结果"", ""source"": ""ccris"", ""source_record_id"": ""573:cstu:5""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AIPSXDXZFKITIG-JNQJZLCISA-N,external,ccris,"[""5231:cstu:1""]",76-25-5,TRIAMCINOLONE ACETONIDE,F[C@@]12[C@H]([C@H]3[C@@](C)([C@]4(C(=O)CO)OC(C)(C)O[C@@H]4C3)C[C@@H]1O)CCC1=CC(=O)C=C[C@]21C,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,AIPSXDXZFKITIG-JNQJZLCISA-N,AIPSXDXZFKITIG,O=C1C=CC2C(=CCC3C2CCC2C3CC3OCOC32)C1,"[""POSITIVE""]",1,positive,positive,high,carcinogenicity,RAT,ORAL,"[""[RYRFELDT,A, SQUIRE,RA AND EKMAN,L; LIVER TUMORS IN MALE RATS FOLLOWING TREATMENT WITH GLUCOCORTICOSTEROIDS; TOXICOL. PATHOL. 20(1):115-117, 1992]""]",True,已执行互变异构体规范化,[0],0,False,False,True,1,0,0,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""5231:cstu:1""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
EXTERNAL:AKRYBBWYDSDZHG-UHFFFAOYSA-N,external,ccris,"[""460:cstu:1"", ""460:cstu:10"", ""460:cstu:11"", ""460:cstu:12"", ""460:cstu:13"", ""460:cstu:14"", ""460:cstu:15"", ""460:cstu:16"", ""460:cstu:17"", ""460:cstu:18"", ""460:cstu:19"", ""460:cstu:2"", ""460:cstu:20"", ""460:cstu:3"", ""460:cstu:4"", ""460:cstu:5"", ""460:cstu:6"", ""460:cstu:7"", ""460:cstu:8"", ""460:cstu:9""]",60599-38-4,N-NITROSOBIS(2-OXOPROPYL)AMINE,O=C(CN(N=O)CC(=O)C)C,CC(=O)CN(CC(C)=O)N=O,CC(=O)CN(CC(C)=O)N=O,AKRYBBWYDSDZHG-UHFFFAOYSA-N,AKRYBBWYDSDZHG,,"[""POSITIVE""]",1,positive,positive,high,carcinogenicity,GUINEA PIG|HAMSTER|MOUSE|RAT,INTRAVESICULAR|ORAL|SUBCUTANEOUS,"[""[CARDESA,A, TRASERRA,J, BOMBI,JA AND MOHR,U;TUMORS OF THE NASAL CAVITIES INDUCED IN RATS BY 2,2-DIOXOPROPYL-N-PROPYLNITROSAMINE. COMPARATIVE ASPECTS WITH MAN; J. CANCER RES. CLIN. ONCOL. 108(1):114-120, 1984]"", ""[FUJII,K, HAYAKAWA,T AND KIKUCHI,M; TUMOR INDUCTION IN MICE ADMINISTERED NEONATALLY WITH BIS(2-OXOPROPYL)NITROSAMINE; TOHOKU J. EXP. MED. 174(4): 361-368, 1994]"", ""[LIJINSKY,W, SAAVEDRA,JE AND REUBER,MD; CARCINOGENESIS IN F-344 RATS BY NITROSOBIS(2-OXOPROPYL)AMINE AND RELATED COMPOUNDS ADMINISTERED IN DRINKING WATER; J. CANCER RES. CLIN. ONCOL. 107(3):178-182, 1984]"", ""[MURAI,T, MORI,S, HOSONO,M, TAKEUCHI,Y, OHARA,T, MAKINO,S, TAKEDA,R, HAYASHI,Y AND FUKUSHIMA,S; RENAL PELVIC CARCINOMA WHICH SHOWS METASTATIC POTENTIAL TO DISTANT ORGANS, INDUCED BY N-BUTYL-N-(4-HYDROXYBUTYL)NITROSAMINE IN NON/SHI MICE; JPN. J. CANCER RES. 82(12):1371-1377, 1991]"", ""[POUR,P AND ALTHOFF,J; THE EFFECT OF N-NITROSOBIS(2-OXOPROPYL)AMINE AFTER ORAL ADMINISTRATION TO HAMSTERS; CANCER LETT. 2:323-326, 1977]"", ""[POUR,P AND SALMASIZADEH,S; INDUCTION OF THYROID FOLLICULAR ADENOMAS AND CARCINOMAS BY N-NITROSOBIS(2-OXOPROPYL)AMINE; CANCER LETT. 5:13-18, 1978]"", ""[POUR,P, ALTHOFF,J, KRUGER,FW AND MOHR,U; A POTENT PANCREATIC CARCINOGEN IN SYRIAN HAMSTERS: N-NITROSOBIS(2-OXOPROPYL)AMINE; J. NATL. CANCER INST. 58(5):1449-1453, 1977]"", ""[RAO,MS AND POUR,P; DEVELOPMENT OF BILIARY AND HEPATIC NEOPLASMS IN GUINEA PIGS TREATED WITH N-NITROSOBIS(2-OXOPROPYL)AMINE; CANCER LETT. 5:31-34, 1978]"", ""[RAO,MS, SUBBARAO,V AND SCARPELLI,DG; CARCINOGENIC EFFECT OF N-NITROSOBIS (2-OXOPROPYL)AMINE IN NEWBORN RATS; CARCINOGENESIS 6(9):1395-1397, 1985]"", ""[SINDELAR,WF AND KURMAN,CC; NITROSAMINE-INDUCED PANCREATIC CARCINOGENESIS IN OUTBRED AND INBRED SYRIAN HAMSTERS; CARCINOGENESIS 3:1021-1026, 1982]"", ""[SOLE,M, CARDESA,A, DOMINGO,J AND MOHR,U; THE CARCINOGENIC EFFECT OF 2,2-DIOXOPROPYLNITROSAMINE ON THE RENAL PELVIC EPITHELIUM OF SPRAGUE-DAWLEY RATS, AFTER CHRONIC SUBCUTANEOUS INJECTIONS; J. CANCER RES. CLIN. ONCOL. 118(3):222-227, 1992]""]",True,,[0],0,False,False,False,20,0,0,False,True,"[{""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:1""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:2""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:3""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:4""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:5""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:6""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:7""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:8""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:9""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:10""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:11""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:12""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:13""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:14""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:15""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:16""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:17""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:18""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:19""}, {""label_candidate"": ""positive"", ""label_category"": ""positive"", ""label_confidence"": ""high"", ""label_raw"": ""POSITIVE"", ""label_reason"": ""明确阳性白名单"", ""source"": ""ccris"", ""source_record_id"": ""460:cstu:20""}]",True,True,完整InChIKey与连接层键均存在于CPDB或IRIS中
