source,label_raw,label_category,label_candidate,label_reason,count
ccris,Positive. Authors describe as clear evidence of carcinogenicity based on increased incidences of alveolar/bronchiolar neoplasms. Increased incidences of hepatocellular adenoma or carcinoma (combined) were also considered to be compound-related.,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive. Authors describe as clear evidence of carcinogenicity based on increased incidences of alveolar/bronchiolar neoplasms. The increased incidences of hemangiosarcoma in the spleen and follicular cell adenoma in the thyroid gland may have been related to cumene exposure.,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive. Authors describe as clear evidence of carcinogenicity except that testicular tumors were considered equivocal.,uncertain,positive,带限制性描述的结果,1
ccris,Positive. Authors describe as clear evidence.,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive. Conclusions of authors: Some evidence of carcinogenic activity based on increased incidences of nasal respiratory epithelial adenoma; increased incidences of Harderian gland adenoma may have been related to exposure).,uncertain,positive,带限制性描述的结果,1
ccris,Positive. Conclusions of authors: Some evidence of carcinogenic activity.,uncertain,positive,带限制性描述的结果,1
ccris,Positive. Dose-related non-neoplastic nasal lesions also observed.,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,"Positive. In ancillary experiments, DNA damage was observed as early as 1 day after MNU injection; initial genomic instability was accompanied by a population of highly aneuploid cells.50 days post NMU treatment",uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive. Study primarily directed to urine characteristics.,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive: Purity 95%,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive: Purity 99.3%,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; CA DPR judged the study as showing possible adverse effects,uncertain,positive,带限制性描述的结果,2
ccris,Positive; DPR reviewer notes that only 1 case of mucinous carcinoma has been seen in historical controls from 12 studies evaluated,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Decreased litter size and fertility rates at two highest doses,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Findings in pancreas and in liver for hepatocholangioma and cholangioma considered equivocal by NTP,uncertain,positive,带限制性描述的结果,1
ccris,Positive; Purity 88.35% (98% cis- and 2% trans-isomer),uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Purity 93.3%,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Purity 94.4%,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Purity 98.3%,uncertain,positive,未纳入严格白名单的带方向结果,1
ccris,Positive; Purity 99%; Additional study details in California EPA Department of Pesticide Regulation Risk Characterization Document RCD-99-01,uncertain,positive,未纳入严格白名单的带方向结果,2
ccris,Positive; statistically significant only at top dose. (NTP describes as Some Evidence),uncertain,positive,带限制性描述的结果,1
ccris,SIGNIFICANT IN MALES AT 1500 PPB ONLY,uncertain,,无法映射的结果,1
ccris,"Urinary bladder: Carcinoma, 63.0% in Nrf2-/- mice, 75.8% in p53+/- mice, 89.6% in Nrf2-/-::p53 +/- mice, and 37.9% in wild-type mice. Muscle: Invasive carcinoma, 38.0% in p53 +/-mice, 3.7% in Nrf2-/- mice, 62.0% in Nrf2 -/-::p53+/- mice, 6.9% in wild-type mice",uncertain,,无法映射的结果,1
ccris,negative,negative,negative,明确阴性白名单,1
cpdb,+,positive,positive,明确阳性,3931
cpdb,-,negative,negative,明确阴性,6036
cpdb,0,uncertain,,实验证据不足,181
cpdb,0,uncertain,,无明确判断,10560
cpdb,a,uncertain,positive,提示性阳性证据,106
cpdb,c,positive,positive,明确阳性,1720
cpdb,e,uncertain,,证据不明确,269
cpdb,p,uncertain,positive,提示性阳性证据,200
iris,,uncertain,,无法二分类或证据权重不足,308
iris,A (Human carcinogen),positive,positive,明确人类致癌物,7
iris,B1 (Probable human carcinogen - based on limited evidence of carcinogenicity in humans),uncertain,positive,较弱的阳性证据权重,4
iris,B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals),uncertain,positive,较弱的阳性证据权重,59
iris,C (Possible human carcinogen),uncertain,positive,较弱的阳性证据权重,34
iris,Carcinogenic potential cannot be determined,uncertain,,无法二分类或证据权重不足,13
iris,Carcinogenic to humans,positive,positive,明确人类致癌物,8
iris,D (Not classifiable as to human carcinogenicity),uncertain,,无法二分类或证据权重不足,93
iris,Data are inadequate for an assessment of human carcinogenic potential,uncertain,,无法二分类或证据权重不足,12
iris,E (Evidence of non-carcinogenicity for humans),negative,negative,明确人类非致癌物,3
iris,Inadequate information to assess carcinogenic potential,uncertain,,无法二分类或证据权重不足,30
iris,Known/likely human carcinogen,uncertain,positive,较弱的阳性证据权重,7
iris,Likely to be carcinogenic to humans,uncertain,positive,较弱的阳性证据权重,16
iris,"Not applicable.  This substance was not assessed using the 1986 cancer guidelines (U.S. EPA, 1986).",uncertain,,无法二分类或证据权重不足,1
iris,Not likely to be carcinogenic to humans,uncertain,negative,存在暴露途径或剂量条件的阴性候选,7
iris,Suggestive evidence of carcinogenic potential,uncertain,positive,较弱的阳性证据权重,7
iris,"Suggestive evidence of carcinogenicity, but not sufficient to assess human carcinogenic potential",uncertain,positive,较弱的阳性证据权重,1
